rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example,new_sn
25070,2,垒球,lěiqiú,,,名,垒球运动使用的球,,2
25071,2,打包,dǎbāo,,,动,特指在餐馆就餐时，把吃剩下的饭菜装入盒、袋等容器中带走,,1
25071,1,打包,dǎbāo,,,动,包装物品,产品打包后陆续运出。,2
25071,3,打包,dǎbāo,,,动,打开包装着的物品,新电脑先放着，用的时候再打包。,3
25074,1,看齐,kànqí,,,动,整队时，以指定的人为基准，站到一条直线上,向右看齐,1
25074,2,看齐,kànqí,,,动,（向榜样）学习,向三八红旗手看齐。,2
25083,1,近前,jìnqián,,,动,走到跟前；靠近（多见于近代汉语）,禁中原有女监，不许男犯近前。,1
25083,2,近前,jìnqián,,,名,附近；跟前,走到近前仔细观察。,2
25088,2,笔录,bǐlù,,,名,记录下来的书面材料,那份笔录打印出来了。,1
25088,1,笔录,bǐlù,,,动,用笔记录,口述笔录,2
25114,1,小孩儿,xiǎoháir,,,名,孩子；儿童,,1
25114,2,小孩儿,xiǎoháir,,,名,指子女,,2
25125,2,手记,shǒujì,,,名,亲笔做的记录,记者的现场采访手记。,1
25125,1,手记,shǒujì,,,动,亲手记录,电话号码我已经手记下来了。,2
25128,2,损益,sǔnyì,,,动,会计上指亏与盈,损益相抵，略有结余。,1
25128,1,损益,sǔnyì,,,动,〈文〉减少和增加,斟酌损益，以臻完善。,2
25132,1,新派,xīnpài,,,名,学术、宗教、政党等内部新形成的派别,,1
25132,2,新派,xīnpài,,,名,泛指社会上较先接受和适应新事物的一类人,,2
25145,1,好找,hǎozhǎo,,,动,容易找到,我家好找，就在胡同口。,1
25145,2,好找,hǎozhǎo,,,动,很费时间或精力地找,原来你在这儿呢，可让我好找哇!,2
25149,1,芳草,fāngcǎo,,,名,香草,芳草萋萋,1
25149,2,芳草,fāngcǎo,,,名,〈文〉比喻贤德忠贞的人,天涯何处无芳草,2
25154,1,铺垫,pūdiàn,,,动,铺放衬垫,把干草铺垫在炕上｜铺垫路基,1
25154,3,铺垫,pūdiàn,,,动,衬托,这些赛事都是为了铺垫奥运会。,2
25154,2,铺垫,pūdiàn,,,名,用来铺垫的物品,床上的铺垫很厚,3
25154,4,铺垫,pūdiàn,,,名,用来作衬托的事物,开头的景物描写是后文的铺垫。,4
25157,1,向心力,xiàngxīnlì,,,名,使物体围绕核心运动的力,,1
25157,2,向心力,xiàngxīnlì,,,名,比喻一个集体的凝聚力,,2
25162,1,血气,xuèqì,,,名,精力,年轻人血气方刚,1
25162,2,血气,xuèqì,,,名,比喻刚强、热诚的气质,血气男儿,2
25163,1,流光,liúguāng,,,名,不断流逝的光阴,流光匆匆，岁月无情。,1
25163,2,流光,liúguāng,,,名,指月光,,2
25176,1,包厢,bāoxiāng,,,名,某些剧场中特设的单间观众席，多在楼上或前部,,1
25176,2,包厢,bāoxiāng,,,名,火车软卧车厢里的单间,,2
25178,1,物事,wùshì,,,名,〈文〉事情,物事繁杂,1
25178,2,物事,wùshì,,,名,某些地区泛指东西,,2
25179,2,死命,sǐmìng,,,副,拼命地,死命相争｜死命地嚎叫,1
25179,1,死命,sǐmìng,,,名,死亡的命运,制敌于死命,2
25184,1,后座,hòuzuò,,,名,后排的座位,,1
25184,2,后座,hòuzuò,,,名,借指不显要的位置,后座议员,2
25188,2,外调,wàidiào,,,动,调到外地、外单位,外调物资｜外调干部,1
25188,1,外调,wàidiào,,,动,到外地或外单位调查,法院派人出去外调。,2
25208,1,勤工俭学,qíngōng-jiǎnxué,,,,利用课余时间做工，以所得收入作为学习、生活费用,,1
25208,2,勤工俭学,qíngōng-jiǎnxué,,,,一种办学形式，学校组织学生参加一定的劳动，以劳动所得作为学校办学资金的一部分,,2
25211,1,板子,bǎnzi,,,名,较硬的板状物,,1
25211,2,板子,bǎnzi,,,名,旧时专门用来打人的长条形木板或竹片,打板子,2
25247,2,心眼儿,xīnyǎnr,,,名,心地；用心,他心眼儿好,1
25247,5,心眼儿,xīnyǎnr,,,名,对人的不必要的疑虑,大妈心眼儿太多,2
25247,4,心眼儿,xīnyǎnr,,,名,胸怀；度量,心眼儿小，想不开。,3
25247,1,心眼儿,xīnyǎnr,,,名,内心,打心眼儿里喜欢他。,4
25247,3,心眼儿,xīnyǎnr,,,名,心计,她有心眼儿，能办事。,5
25252,1,亲子,qīnzǐ,,,名,指人或动物的上一代跟下一代的血缘关系,亲子鉴定,1
25252,2,亲子,qīnzǐ,,,名,亲生的子女；特指亲生的儿子,他没有亲子，只有继子。,2
25252,3,亲子,qīnzǐ,,,动,指父母加强与子女沟通，进行培养教育,亲子才能更好地教子。,3
25261,1,预售,yùshòu,,,动,预先出售,预售火车票,1
25261,2,预售,yùshòu,,,动,预先收款，在规定时间内交货,预售楼花,2
25271,1,刺眼,cìyǎn,,,形,光线强烈得使眼睛难受,刺眼的阳光,1
25271,2,刺眼,cìyǎn,,,形,不顺眼；使人看了不舒服,这身打扮真刺眼,2
25272,1,分派,fēnpài,,,动,安排；分别指派人去完成某项任务,领导给每人都分派了任务。,1
25272,2,分派,fēnpài,,,动,强制性地分摊,救灾款不搞分派,2
25276,2,颜面,yánmiàn,,,名,【面子】脸面；体面,丢尽颜面｜颜面扫地,1
25276,1,颜面,yánmiàn,,,名,面容；面部,颜面红肿｜颜面憔悴,2
25284,1,配发,pèifā,,,动,配备并发放,给邮递员配发摩托车。,1
25284,2,配发,pèifā,,,动,配合发表,新闻配发照片,2
25296,2,见不得,jiànbudé,,,动,不光彩，不愿让人知道,我没做过见不得人的事。,1
25296,1,见不得,jiànbudé,,,动,不能接触,麻疹病人见不得风。,2
25296,3,见不得,jiànbudé,,,动,不愿意看或不忍心看,他见不得女人哭,3
25299,2,高热,gāorè,,,名,指人发烧时体温达到或超过39℃的状态,,1
25299,1,高热,gāorè,,,形,热量所达到的程度较高,,2
25307,2,释义,shìyì,,,名,解释字词意义的文字,词典的每一条释义都要反复斟酌。,1
25307,1,释义,shìyì,,,动,解释字词或文章的意义,词语释义｜释义精当,2
25314,2,鬼脸,guǐliǎn,,,名,故意做出的滑稽可笑的面部怪表情,扮鬼脸儿,1
25314,1,鬼脸,guǐliǎn,,,名,厚纸、塑料等做的假面具。多按戏曲中的脸谱绘制，游戏或跳舞时戴在脸上,,2
25323,1,佩剑,pèijiàn,,,名,佩带在身上的剑,,1
25323,2,佩剑,pèijiàn,,,名,击剑运动使用的剑，由剑柄、剑身和护手盘组成,,2
25333,2,一总,yīzǒng,,,副,统统；全都,今天赶集，你把年货一总买回来。,1
25333,1,一总,yīzǒng,,,副,表示合在一起（计算）,买文具用品先记上账，月底一总结算。,2
25334,2,铭刻,míngkè,,,动,比喻深深地记住,他的名字铭刻在人们的记忆中。,1
25334,1,铭刻,míngkè,,,动,在金属或石制器物上铸造或镌刻（文字或图案）,,2
25336,1,躁动,zàodòng,,,动,急躁冲动；骚动,内心躁动,1
25336,2,躁动,zàodòng,,,动,不停地跳动,地震前动物不安地躁动｜胎儿在母腹中躁动。,2
25341,2,心坎,xīnkǎn,,,名,心灵深处,我打心坎里佩服他。,1
25341,1,心坎,xīnkǎn,,,名,心口,,2
25346,1,小叶,xiǎoyè,,,名,植物学指复叶上的每个叶片,,1
25346,2,小叶,xiǎoyè,,,名,指小叶儿茶，用茶树的细嫩叶子焙制而成,,2
25347,2,披肩,pījiān,,,名,披在肩上的服饰；特指妇女披在上身的一种无袖短外衣,,1
25347,1,披肩,pījiān,,,动,披在肩上,身材颀长，金发披肩。,2
25349,1,零钱,língqián,,,名,面值相对较小的钱,带点儿零钱买水喝。,1
25349,2,零钱,língqián,,,名,零花钱,,2
25349,3,零钱,língqián,,,名,工资以外的零星收入,,3
25356,1,劈头,pītóu,,,副,正对着头；迎头,刚一进门，劈头就是一通责骂。,1
25356,2,劈头,pītóu,,,副,一开头；起头,他劈头就说：“我要走。”,2
25358,2,禁烟,jìnyān,,,动,禁止吸香烟,,1
25358,1,禁烟,jìnyān,,,动,禁止种植罂粟以及贩卖、吸食鸦片,林则徐禁烟,2
25368,3,方寸,fāngcùn,,,名,借指心思、心绪,方寸已乱,1
25368,1,方寸,fāngcùn,,,名,边长1市寸的正方形；泛指很小的范围或面积,方寸之物｜方寸之地,2
25368,2,方寸,fāngcùn,,,量,平方市寸，1平方市寸合0.01平方市尺,,3
25375,2,箭头,jiàntóu,,,名,箭头形的符号,朝着牌子上箭头指引的方向走。,1
25375,1,箭头,jiàntóu,,,名,箭前端的尖头,,2
25383,1,画师,huàshī,,,名,画家,,1
25383,2,画师,huàshī,,,名,【画工】以绘画为职业的工匠,,2
25391,1,小金库,xiǎojīnkù,,,名,指违反有关规定，在本单位财务账目之外，私自存放和支配的公款,,1
25391,2,小金库,xiǎojīnkù,,,名,指家庭成员中个人私自保存和支配的钱财,,2
25395,1,农闲,nóngxián,,,形,农事较少,农闲时节进城务工。,1
25395,2,农闲,nóngxián,,,名,农闲的日子,农闲挣钱，农忙种田。,2
25397,1,描红,miáohóng,,,动,初学写毛笔字时，在印有红色楷体大字或空心红字的纸上摹写,,1
25397,2,描红,miáohóng,,,名,印有描红用的红色楷体大字或空心红字的纸,,2
25399,1,首尾,shǒuwěi,,,名,头和尾；前后,首尾不能相顾,1
25399,2,首尾,shǒuwěi,,,名,从开始到最后,从设计到通车，首尾共8个月。,2
25401,2,画院,huàyuàn,,,名,现指以研究、创作、观摩交流为主要活动的绘画机构,,1
25401,1,画院,huàyuàn,,,名,古代为宫廷服务的绘画机构，画法以工细著称。后将这种风格称为画院派,,2
25419,2,利器,lìqì,,,名,指精良的工具,,1
25419,1,利器,lìqì,,,名,锐利的兵器,手执利器,2
25423,2,亡命,wángmìng,,,动,拼命；不顾性命,亡命逃窜,1
25423,1,亡命,wángmìng,,,动,流亡；逃命,亡命国外,2
25429,1,口称,kǒuchēng,,,动,开口称呼,小伙子走过来，口称“大哥”。,1
25429,2,口称,kǒuchēng,,,动,只在口头上表示,口称尊重群众意见，实际上是推卸责任。,2
25432,2,彩色电视,cǎisèdiànshì,,,,彩色显像的电视机,,1
25432,1,彩色电视,cǎisèdiànshì,,,,传送彩色图像的电视系统,,2
25439,1,回电,huídiàn,,,动,给对方回复电报或电话,姐姐已回电，她出差了。,1
25439,2,回电,huídiàn,,,名,回复的电报或电话,发出回电,2
25441,2,折价,zhéjià,,,动,指把商品打折出售,积压物资折价处理。,1
25441,1,折价,zhéjià,,,动,把实物折合成货币,折价拍卖,2
25446,2,错失,cuòshī,,,动,错过,错失良机,1
25446,1,错失,cuòshī,,,名,错误和过失,对自己的错失不能姑息。,2
25455,2,判官,pànguān,,,名,迷信指阴间掌管生死簿的官,,1
25455,1,判官,pànguān,,,名,古代官名，唐代始设，其职责是辅助地方长官处理政务,,2
25460,2,剪影,jiǎnyǐng,,,名,剪影作品,,1
25460,3,剪影,jiǎnyǐng,,,名,比喻对于事物轮廓或概况的描写（多用于标题）,青年志愿者活动剪影。,2
25460,1,剪影,jiǎnyǐng,,,动,按照人或物的轮廓剪纸成形,剪影是一种手工工艺。,3
25467,2,照会,zhàohuì,,,名,用于照会的外交文件,,1
25467,1,照会,zhàohuì,,,动,一国政府就某一事项通知另一国政府,,2
25470,2,迷途,mítú,,,名,歧途；错路,误入迷途,1
25470,1,迷途,mítú,,,动,迷路,迷途知返,2
25481,3,保单,bǎodān,,,名,保险单的简称,,1
25481,2,保单,bǎodān,,,名,厂家或商家开具的表示在一定期限和一定范围内对所售或所修物品负责的单据,,2
25481,1,保单,bǎodān,,,名,为他人的行为或财力作担保的字据,,3
25485,1,隔膜,gémó,,,名,隔阂,消除彼此的隔膜,1
25485,2,隔膜,gémó,,,形,情意不相通，互不了解,长期不联系，彼此隔膜了。,2
25485,3,隔膜,gémó,,,形,不了解；不熟悉,我对考古学很隔膜。,3
25486,2,刻板,kèbǎn,,,形,比喻因循呆板，不知变通,办事刻板｜刻板地模仿,1
25486,1,刻板,kèbǎn,,,动,把木板或金属板刻成印刷底版,,2
25491,1,分科,fēnkē,,,动,按学科分类,分科教学｜分科词典,1
25491,2,分科,fēnkē,,,名,某些学科的分支,词汇学、语法学、语音学都是语言学的分科。,2
25496,2,江防,jiāngfáng,,,名,长江的军事防御,,1
25496,1,江防,jiāngfáng,,,名,江河水患的防护工作；特指长江的防护工作,,2
25507,1,因循,yīnxún,,,动,沿袭不变；守旧,因循旧制，不思变革。,1
25507,2,因循,yīnxún,,,动,拖延；延迟,因循时日,2
25514,1,概算,gàisuàn,,,动,大概估算,概算一下本月花了多少钱。,1
25514,2,概算,gàisuàn,,,名,编制预算前对收支指标提出的大概数字。政府财政收支预算在完成法律程序以前都叫概算,,2
25515,1,调教,tiáojiào,,,动,调理教养（多指对小孩儿）,他把儿子调教得很懂礼貌。,1
25515,2,调教,tiáojiào,,,动,有目的地训练（动物）,他把猴子调教得真乖。,2
25520,1,口舌,kǒushé,,,名,口和舌。借指话语,口舌之争｜费了那么多口舌才劝住了他。,1
25520,2,口舌,kǒushé,,,名,因说话引起的误会、纠纷,搬弄口舌,2
25521,2,单行本,dānxíngběn,,,名,在报刊发表后又单独印刷发行的书籍,《政府工作报告》的单行本已经出版。,1
25521,1,单行本,dānxíngběn,,,名,从选集、全集或合集中抽出来单独印刷发行的著作,《实践论》除见于《毛泽东选集》第一卷外，还有单行本。,2
25522,1,红领巾,hónglǐngjīn,,,名,中国少年先锋队队员佩戴的红色的领巾，代表红旗的一角，象征革命传统,,1
25522,2,红领巾,hónglǐngjīn,,,名,借指中国少年先锋队队员,红领巾们迈着整齐的步伐从主席台前走过。,2
25529,2,余光,yúguāng,,,名,眼角的视觉,用余光扫视着两侧。,1
25529,1,余光,yúguāng,,,名,落日的余晖；残余的光,夕阳在山坡上还留着几缕余光。,2
25533,1,商办,shāngbàn,,,动,协商办理,此事正在商办,1
25533,2,商办,shāngbàn,,,动,由商人或用商业方式办理,官督商办｜商办企业｜商办铁路,2
25550,1,回话,huíhuà,,,动,回答别人问话,爷爷问你，你怎么不回话呢｜回老太太话,1
25550,2,回话,huíhuà,,,名,答复的话,去不去，就等你的一句回话了。,2
25554,1,前哨,qiánshào,,,名,向敌军方向派出的担任侦察和警戒任务的小股部队,,1
25554,2,前哨,qiánshào,,,名,指前线,国防前哨｜缉毒前哨,2
25556,2,平交,píngjiāo,,,动,在同一平面上交叉,平交公路口容易造成交通拥堵。,1
25556,1,平交,píngjiāo,,,动,平辈间的交往；平等地交往,咱们是平交，没有长幼尊卑之别。,2
25558,2,险要,xiǎnyào,,,名,险峻而重要的地方,占据险要以待来敌。,1
25558,1,险要,xiǎnyào,,,形,（地势）险峻而重要,埋伏在险要处，截击增援的敌人。,2
25561,1,倾覆,qīngfù,,,动,（物体）倒塌；翻倒,大厦倾覆｜狂风巨浪中的小舟，时刻有倾覆的危险。,1
25561,2,倾覆,qīngfù,,,动,颠覆；覆灭,敌人妄图倾覆新生的革命政权。,2
25570,2,痛感,tònggǎn,,,名,痛苦或疼痛的感觉,痛感消失,1
25570,1,痛感,tònggǎn,,,动,深深地感到,痛感事态严重,2
25576,1,粗细,cūxì,,,名,粗和细的程度,筷子般粗细的枝条｜粗细合适,1
25576,2,粗细,cūxì,,,名,粗糙和精细的程度,做工的粗细，一比就能看出来。,2
25584,1,除开,chúkāi,,,介,【除了】引进不包括在下文所说范围之内的内容，表示排除在外，常跟“都”、“全”等配合使用,除开这一条，我都同意。,1
25584,2,除开,chúkāi,,,介,【除了】介引进全体事物中的某一部分（表示把它排除在外，还有别的），常跟“还”、“也”等配合使用,除开这个问题，他还有别的问题。,2
25584,3,除开,chúkāi,,,动,【除尽】除法运算的结果没有余数,4能被2除开｜除得开｜除不开,3
25586,1,导管,dǎoguǎn,,,名,输送液体或气体的管子,药液顺着塑料导管经针头输进体内。,1
25586,2,导管,dǎoguǎn,,,名,植物木质部中用来输导汁液的管状组织,,2
25592,2,网罗,wǎngluó,,,动,（从各方面）寻求搜集,网罗爪牙,1
25592,1,网罗,wǎngluó,,,名,捕鱼和捉鸟兽的网和罗；比喻束缚人的东西,布下网罗｜旧思想的网罗,2
25593,1,空头,kōngtóu,,,形,有名无实的；不能实现的,空头理论家｜送个空头人情,1
25593,2,空头,kōngtóu,,,名,证券、外汇、期货市场上交易活动的一种。交易者在预计某种证券、外汇或商品的行情将跌时先卖出，待价格下跌后再买回来，从中赚取差价。因交易者在补进之前手头没有证券等，故称,,2
25596,1,足下,zúxià,,,名,对对方的敬称（多用于书信）,足下高见,1
25596,2,足下,zúxià,,,名,脚下,千里之行，始于足下｜风从足下生,2
25600,1,呜呼,wūhū,,,叹,表示叹息,呜呼哀哉,1
25600,2,呜呼,wūhū,,,动,借指死亡,一命呜呼,2
25614,1,暗处,ànchù,,,名,黑暗或光线不足的地方,在暗处看书会伤眼睛。,1
25614,2,暗处,ànchù,,,名,不公开的场合,躲在暗处兴风作浪。,2
25615,1,馆子,guǎnzi,,,名,指酒馆、饭馆,下馆子,1
25615,2,馆子,guǎnzi,,,名,旧指戏园子,去馆子听戏,2
25620,1,用得着,yòngdezháo,,,动,能用上；有用,这件棉大衣天冷时还用得着。,1
25620,2,用得着,yòngdezháo,,,动,有必要,一点儿小事，用得着那么紧张吗?,2
25621,2,翻版,fānbǎn,,,名,比喻生硬模仿或照抄照搬而形成的观点或作品等,他的“新作”不过是前人著作的翻版。,1
25621,1,翻版,fānbǎn,,,名,照原样翻印的版本,,2
25636,1,绒毛,róngmáo,,,名,人或动物体表上短而细软的毛；人或哺乳动物小肠壁的黏膜面上密布的细微的指状凸起,小肠绒毛,1
25636,2,绒毛,róngmáo,,,名,某些织物上的绒,绒衣磨得没有绒毛了。,2
25637,1,突兀,tūwù,,,形,形容高耸的样子,危崖突兀,1
25637,2,突兀,tūwù,,,形,突然,泥石流突兀而来,2
25650,3,奴才,núcai,,,名,指甘愿受人驱使并帮着做坏事的人,一副奴才相,1
25650,1,奴才,núcai,,,名,家奴；奴仆,,2
25650,2,奴才,núcai,,,名,明清两代太监和清代旗籍文武官员对皇帝的自称；清代旗籍家庭奴仆对主人的自称,,3
25651,2,准绳,zhǔnshéng,,,名,比喻衡量行为的准则或标准,以事实为依据，以法律为准绳。,1
25651,1,准绳,zhǔnshéng,,,名,测定物体平直的器具,,2
25671,3,断代,duàndài,,,动,按历史朝代分段,,1
25671,2,断代,duàndài,,,动,比喻事业没有继承人,人才断代,2
25671,1,断代,duàndài,,,动,断绝后代,,3
25686,1,往复,wǎngfù,,,动,往返；来回,,1
25686,2,往复,wǎngfù,,,动,反复,往复看了好几遍｜循环往复,2
25700,2,连篇,liánpiān,,,动,满篇,错字连篇,1
25700,1,连篇,liánpiān,,,动,（文章）一篇连着一篇,佳作连篇,2
25718,1,稳当,wěndang,,,形,稳定牢靠,把车停稳当,1
25718,2,稳当,wěndang,,,形,稳重妥当；不浮躁,他工作很稳当,2
25721,1,穷尽,qióngjìn,,,动,竭尽,真理不可穷尽,1
25721,2,穷尽,qióngjìn,,,名,尽头,科学探索是没有穷尽的。,2
25730,1,不巧,bùqiǎo,,,形,不凑巧；不适时,你来得真不巧，他刚走。,1
25730,2,不巧,bùqiǎo,,,副,不料正遇上（不希望发生的事情）,刚要出门，不巧下雨了。,2
25744,2,词曲,cíqǔ,,,名,歌曲的词和曲的合称,,1
25744,1,词曲,cíqǔ,,,名,文学体裁词和曲的合称,,2
25751,2,发软,fāruǎn,,,动,（肢体）感到软弱无力,病后体弱，两腿发软。,1
25751,1,发软,fāruǎn,,,动,（物体）变得柔软,炽热的阳光，把柏油马路都晒得发软了。,2
25767,1,改口,gǎikǒu,,,动,改变原来的说法或语气,他发觉说得不妥，连忙改口。,1
25767,2,改口,gǎikǒu,,,动,改变称呼,叫惯了阿姨，改口叫妈妈还真不习惯。,2
25776,2,北疆,běijiāng,,,名,指我国新疆北部，天山山脉以北的地区,,1
25776,1,北疆,běijiāng,,,名,北部边疆,戍守北疆,2
25796,1,修剪,xiūjiǎn,,,动,用剪子修整,修剪指甲｜修剪苗木,1
25796,2,修剪,xiūjiǎn,,,动,修改剪接,修剪电影胶片,2
25802,2,徒然,túrán,,,副,白白地,徒然损失百万,1
25802,1,徒然,túrán,,,形,枉然；不起什么作用,纵有天大的本事也是徒然。,2
25802,3,徒然,túrán,,,副,只是,徒然说句空话罢了。,3
25806,1,镀金,dùjīn,,,动,在某种金属或物体的表面附着上一层薄薄的金子,,1
25806,2,镀金,dùjīn,,,动,比喻获取虚名（含讥讽意）,不要把读研当成镀金手段。,2
25809,1,解题,jiětí,,,动,演算或解答练习题、试题,他用粉笔在黑板上解题。,1
25809,2,解题,jiětí,,,动,解说诗文的题意,老师讲每首诗都要先解题。,2
25810,1,中观,zhōngguān,,,名,介于宏观和微观之间的领域,,1
25810,2,中观,zhōngguān,,,形,中观的,中观考虑｜中观层面,2
25824,1,轻薄,qīngbó,,,形,（言语举动）轻佻；不庄重,举止轻薄,1
25824,2,轻薄,qīngbó,,,动,玩弄；侮辱（多指对女性）,不许轻薄妇女,2
25834,2,冠冕,guānmiǎn,,,形,光彩；体面（现多含贬义）,冠冕堂皇,1
25834,1,冠冕,guānmiǎn,,,名,古代帝王、官吏戴的礼帽,,2
25844,1,窃窃,qièqiè,,,形,形容说话声音细小,窃窃之声,1
25844,2,窃窃,qièqiè,,,副,私下；暗地里,窃窃自喜,2
25851,1,寄语,jìyǔ,,,动,传递话语,寄语小读者,1
25851,2,寄语,jìyǔ,,,名,传递的话语或寄托希望的话语（多用于文章或栏目的名称）,新春寄语,2
25855,2,出轨,chūguǐ,,,动,比喻言行越出常规,他办事稳妥，从不出轨。,1
25855,1,出轨,chūguǐ,,,动,（有轨道的车辆在行驶中）脱离轨道,火车出轨,2
25856,1,活计,huóji,,,名,原指手艺或女红（gōng）等；今泛指维持生活的各种劳动,地里和家里的活计，全由他一个人干。,1
25856,2,活计,huóji,,,名,手工制品,精细的活计,2
25865,1,迫降,pòjiàng,,,动,飞机因故障或其他原因不能继续飞行而不得不降落,飞机因燃料用尽而紧急迫降。,1
25865,2,迫降,pòjiàng,,,动,强迫正在飞行的飞机在指定机场降落,将来路不明的飞机迫降在边境军用机场。,2
25865,3,迫降,pòxiáng,,,动,迫使敌人投降,,3
25879,1,烧烤,shāokǎo,,,动,用炭火烧或烤（肉制品）,,1
25879,2,烧烤,shāokǎo,,,名,烧制或烤制的肉制品,,2
25881,1,烟云,yānyún,,,名,像烟气一样的云雾,烟云笼罩着山庄,1
25881,2,烟云,yānyún,,,名,像云雾一样的烟气,工厂的上空飘散着黑色的烟云。,2
25888,1,警员,jǐngyuán,,,名,警察，多指担任具体警务工作的基层人员,,1
25888,2,警员,jǐngyuán,,,名,警衔级别名,,2
25893,1,绝后,juéhòu,,,动,没有后代,这一家到他这一代就绝后了。,1
25893,2,绝后,juéhòu,,,动,以后不会再出现,盛况空前，但不会绝后。,2
25895,1,渣滓,zhāzǐ,,,名,物质经过提取有用成分后剩余的东西,,1
25895,2,渣滓,zhāzǐ,,,名,比喻对社会起破坏作用的人或事物,清除社会渣滓｜封建文化的渣滓,2
25898,3,桥头堡,qiáotóubǎo,,,名,泛指作为进攻的据点和前沿阵地,,1
25898,1,桥头堡,qiáotóubǎo,,,名,战争中为控制桥梁、渡口而在桥头设立的碉堡或据点,攻占桥头堡,2
25898,2,桥头堡,qiáotóubǎo,,,名,建在大桥桥头的装饰性建筑物，形状像碉堡,,3
25908,2,对攻,duìgōng,,,动,互相攻击,相互揭短，展开对攻。,1
25908,1,对攻,duìgōng,,,动,（球类比赛）互相均采取攻势,双方对攻了十多个回合。,2
25920,1,舒缓,shūhuǎn,,,形,轻松缓慢,舞步舒缓｜舒缓的旋律,1
25920,2,舒缓,shūhuǎn,,,形,从容缓和,歌声轻柔舒缓,2
25920,4,舒缓,shūhuǎn,,,动,使舒缓,舒缓压力｜舒缓身心,3
25920,3,舒缓,shūhuǎn,,,形,坡度平缓,山路比较舒缓，行走不太吃力。,4
25927,1,电传,diànchuán,,,动,使用电子传真装置把文字、图像等直接传送到远距离的地方,把稿件电传给编辑部。,1
25927,2,电传,diànchuán,,,名,利用电子传真装置发送的文字、图像等,电传已收到,2
25932,1,领工,lǐnggōng,,,动,带领做工,,1
25932,2,领工,lǐnggōng,,,名,领工的人,,2
25935,2,闲人,xiánrén,,,名,不相干的人,闲人止步,1
25935,1,闲人,xiánrén,,,名,清闲无事的人,他退休后就是闲人一个了。,2
25936,2,巨轮,jùlún,,,名,吨位很大的轮船,万吨巨轮,1
25936,1,巨轮,jùlún,,,名,巨大的车轮。比喻时代发展的潮流,时代的巨轮驶进了21世纪。,2
25950,3,鞍马,ānmǎ,,,名,男子竞技体操项目，运动员手握鞍环或支撑在鞍马上做各种动作,,1
25950,2,鞍马,ānmǎ,,,名,体操器械，形状像马，背部有两个半圆形的环,,2
25950,1,鞍马,ānmǎ,,,名,鞍子和马。借指骑马长途旅行或战斗的生活,鞍马劳顿｜鞍马生涯,3
25952,2,相知,xiāngzhī,,,名,知心的朋友,几位相知聚会,1
25952,1,相知,xiāngzhī,,,动,彼此了解，感情好,他们自幼相知,2
25957,2,实用主义,shíyòng zhǔyì,,,,仅以有无实用价值来评价事物的思想观念,,1
25957,1,实用主义,shíyòng zhǔyì,,,,现代西方哲学流派之一，19世纪末产生于美国，盛行于20世纪初。认为真理没有客观标准，凡是“有效用”的就是真理。创始人皮尔士，主要代表人物有詹姆斯、杜威等,,2
25971,2,后路,hòulù,,,名,借指说话、做事所留的回旋余地,,1
25971,1,后路,hòulù,,,名,指军队作战时的退路或后方的供应线,掐断敌人的后路,2
25978,1,繁体,fántǐ,,,名,笔画未经简化的汉字形体（跟“简体”相区别）,繁体字,1
25978,2,繁体,fántǐ,,,名,指繁体字,,2
