rank,sn,cihui,pinyin,ref_hanzi,ref_pinyin,pos,definition,example,new_sn
5058,3,亮相,liàngxiàng,,,动,比喻公开表明观点,大家的意见都说了，就等你亮相了。,2
5058,1,亮相,liàngxiàng,,,动,戏曲表演中，某些角色在上下场或一段舞蹈结束时做出短暂静止姿势，以展现精神状态,,3
5061,2,推翻,tuīfān,,,动,打倒原来的政权或改变社会制度,反动政权被推翻了｜推翻旧社会,1
5061,3,推翻,tuīfān,,,动,彻底否定已有的说法、结论、决定等,推翻成说｜口供被推翻了,2
5061,1,推翻,tuīfān,,,动,【推倒】用推力使立着的人或物体倒下,推翻了桌子,3
5062,2,流量,liúliàng,,,名,单位时间内通过某处的行人、车辆等的数量,客流量｜车流量,1
5062,1,流量,liúliàng,,,名,单位时间内，流体通过某一横断面的量。一般以立方米/秒计算,,2
5063,1,曲折,qūzhé,,,形,弯曲不直,巷子很曲折｜曲曲折折的小溪,1
5063,2,曲折,qūzhé,,,形,情况、情节等错综复杂,剧情十分曲折｜经历了不少曲折,2
5066,1,偶尔,ǒu'ěr,,,副,间或；有时候。表示某种情况发生的次数不是很多,路上行人很少，偶尔有几辆汽车开过去。,1
5066,2,偶尔,ǒu'ěr,,,形,偶然发生的,偶尔的现象,2
5070,1,山地,shāndì,,,名,多山的地带,,1
5070,2,山地,shāndì,,,名,山坡上的耕地,,2
5080,1,反动,fǎndòng,,,形,逆历史潮流而动的；反对革命、反对进步的,思想反动｜反动派,1
5080,2,反动,fǎndòng,,,名,相反的作用,自由主义是对集体意志的反动。,2
5081,1,部件,bùjiàn,,,名,机器中一个相对独立的组成部分，由若干零件装配而成。如车床是由床身、尾架、刀架等几个部件组成,,1
5081,2,部件,bùjiàn,,,名,由笔画组成的具有组配汉字功能的构字单位。如“氵、礻、口”等都是汉字的部件,,2
5085,2,造型,zàoxíng,,,名,塑造出的艺术形象,造型美观生动,1
5085,1,造型,zàoxíng,,,动,塑造人或物体的形象,造型艺术,2
5085,3,造型,zàoxíng,,,动,铸造中指制造砂型,,3
5086,4,风情,fēngqíng,,,名,风土人情,异国风情,1
5086,2,风情,fēngqíng,,,名,〈文〉风雅的情趣,,2
5086,3,风情,fēngqíng,,,名,指男女相爱之情；色情,万种风情｜卖弄风情,3
5086,1,风情,fēngqíng,,,名,〈文〉丰采；神情,,4
5086,5,风情,fēngqíng,,,名,有关风向、风力的情报,,5
5088,1,管制,guǎnzhì,,,动,强制性管理,管制交通,1
5088,2,管制,guǎnzhì,,,动,我国的一种刑罚，依法对犯罪分子施行强制性管理，由人民法院判决，由公安机关执行,,2
5091,2,生人,shēngrén,,,名,陌生的人,他怕和生人打交道。,1
5091,1,生人,shēngrén,,,动,人出生,你是哪一年生人?,2
5108,4,万一,wànyī,,,连,连接句子，表示可能性极小的假设（用于不愿发生的事）,万一我来不了，你就替我出席。,1
5108,2,万一,wànyī,,,名,可能性极小的意外情况,不怕一万，就怕万一。,2
5108,3,万一,wànyī,,,副,表示在可能性极小的情况下（发生某事）,防止万一发生意外。,3
5108,1,万一,wànyī,,,数,万分之一，表示极小的一部分,损失不过万一,4
5109,1,迷信,míxìn,,,动,相信世上不存在的神仙鬼怪等事物；泛指盲目地信仰和崇拜,迷信鬼神｜不要迷信古人和洋人。,1
5109,2,迷信,míxìn,,,名,指这种思想意识,破除迷信，崇尚科学。,2
5117,2,借口,jièkǒu,,,名,假借的理由；托词,找借口推卸责任,1
5117,1,借口,jièkǒu,,,动,假借某种理由,借口生产忙而忽视环境治理。,2
5119,3,拿下,náxià,,,动,解决（问题）；完成（任务）；达到（目的）,他已经拿下了这道难题。,1
5119,1,拿下,náxià,,,动,捉拿；逮捕,已经把罪犯拿下,2
5119,2,拿下,náxià,,,动,攻占；降伏,接连拿下两座碉堡。,3
5121,1,租赁,zūlìn,,,动,【租借】租用,这家公司租赁了整座写字楼。,1
5121,2,租赁,zūlìn,,,动,出租,租赁新型大客车,2
5122,1,开心,kāixīn,,,形,心情愉快；高兴,小日子过得很开心｜玩得开心极了,1
5122,2,开心,kāixīn,,,动,取笑；取乐,别总拿人开心,2
5136,1,流血,liúxuè,,,动,血液从血管里流出来,,1
5136,2,流血,liúxuè,,,动,借指牺牲或负伤,流血牺牲｜流血事件,2
5146,2,浓厚,nónghòu,,,形,（色彩、气氛、意识、兴趣等）强烈；厚重,浓厚的民族色彩｜民主气氛很浓厚｜学习空气浓厚｜浓厚的兴趣,1
5146,1,浓厚,nónghòu,,,形,（烟雾、云层等）多而密,云雾浓厚,2
5147,2,三代,sāndài,,,名,由祖至孙三辈；也指曾祖、祖父、父亲三辈,,1
5147,1,三代,sāndài,,,名,指夏、商、周三个朝代,,2
5152,1,旋律,xuánlǜ,,,名,音乐上指若干乐音的有规律、有节奏的组合。是音乐的内容、风格、体裁和民族特征等的主要表现手段,优美的旋律,1
5152,2,旋律,xuánlǜ,,,名,比喻事物的和谐运动,快节奏的生活旋律。,2
5159,2,抽象,chōuxiàng,,,形,不具体的、笼统的；空洞的（跟“具体”相对）,这几条规定写得过于抽象。,1
5159,1,抽象,chōuxiàng,,,动,从众多的具体事物中，抽取共同的、本质的属性，舍弃个别的、非本质的属性，从而形成概念,,2
5161,2,大意,dàyi,,,形,马虎,疏忽大意,1
5161,1,大意,dàyì,,,名,大概的或主要的意思,段落大意,2
5164,1,传达,chuándá,,,动,把上级的意思转告给下级,传达中央文件,1
5164,2,传达,chuándá,,,动,传递表达,异国来信传达了海外赤子对祖国的眷恋之情。,2
5164,3,传达,chuándá,,,动,在机关、学校、工厂等门口负责看门、收发、登记和引导来访者等工作,传达室,3
5164,4,传达,chuándá,,,名,做传达工作的人,老王头当了一辈子传达。,4
5165,2,力学,lìxué,,,名,物理学的一个分支，研究宏观物体机械运动规律及其应用的学科,,1
5165,1,力学,lìxué,,,动,〈文〉努力学习,躬耕力学,2
5177,2,传真,chuánzhēn,,,动,通过传真机将文字、图表、照片等按原样传送到另一处,报名表我已经传真过去了。,1
5177,3,传真,chuánzhēn,,,名,用传真机传输的文字、图表、照片等；也指这种通信方式,给你发个传真,2
5177,1,传真,chuánzhēn,,,动,【写真】画人物肖像,,3
5185,2,起源,qǐyuán,,,名,（事物）产生的根源,探讨艺术的起源,1
5185,1,起源,qǐyuán,,,动,最初产生；发源,象形文字起源于原始图画。,2
5186,1,糊涂,hútu,,,形,认识模糊不清；头脑不清醒,他大事一点儿也不糊涂。,1
5186,2,糊涂,hútu,,,形,混乱；没有条理,一笔糊涂账,2
5189,1,要好,yàohǎo,,,形,感情融洽密切,我们俩一直很要好。,1
5189,2,要好,yàohǎo,,,形,要求上进,弟弟一直很要好，是连里的骨干。,2
5194,2,经纪,jīngjì,,,名,指经纪人,,1
5194,1,经纪,jīngjì,,,动,经营；料理,经纪有方,2
5196,1,录取,lùqǔ,,,动,选择接受（考试合格的人）,录取公务员｜录取新生,1
5196,2,录取,lùqǔ,,,动,讯问记录,录取口供,2
5197,4,轻重,qīngzhòng,,,名,指事情的主次、程度的深浅,区别轻重缓急｜看看伤势轻重再说。,1
5197,1,轻重,qīngzhòng,,,名,指重量或用力的大小,掂一掂轻重｜下手也不知道轻重。,2
5197,3,轻重,qīngzhòng,,,名,指说话的分寸,说话应懂个轻重,3
5197,2,轻重,qīngzhòng,,,名,指声音的强弱,读音轻重不同,4
5199,2,多多,duōduō,,,副,表示更多地,请多多指教,1
5199,1,多多,duōduō,,,形,很多,得益多多,2
5202,1,餐厅,cāntīng,,,名,饭馆；特指旅馆等附设的营业性食堂,,1
5202,2,餐厅,cāntīng,,,名,家庭专供用餐的房间,,2
5206,2,手下,shǒuxià,,,名,指领导下的人员,他的手下都是精兵强将。,1
5206,1,手下,shǒuxià,,,名,管辖下；领导下,他的手下有不少人。,2
5206,5,手下,shǒuxià,,,名,下手的时候,手下留情,3
5206,3,手下,shǒuxià,,,名,【手头】手边；手里,,4
5206,4,手下,shǒuxià,,,名,【手头】指个人经济状况,,5
5208,1,不胜,bùshèng,,,动,承受不起；经不住,不胜其苦｜不胜其烦,1
5208,2,不胜,bùshèng,,,动,用在前后重复的动词之间，表示不能做或做不完,举不胜举｜数不胜数,2
5208,3,不胜,bùshèng,,,副,非常；特别,不胜欣慰,3
5212,1,生命力,shēngmìnglì,,,名,生物体所具有的活力,,1
5212,2,生命力,shēngmìnglì,,,名,比喻事物所具有的生存和发展的能力,这项事业具有强大的生命力。,2
5219,2,本文,běnwén,,,名,指原文或正文,译文跟本文风格不同｜注文附在本文之后。,1
5219,1,本文,běnwén,,,名,指所说的这篇文章,本文具有较高的学术价值。,2
5222,2,民办,mínbàn,,,形,群众集体或个人开办和管理的,在民办学校就读,1
5222,1,民办,mínbàn,,,动,群众集体或个人开办和管理（跟“公办”相区别）,民办公助，成立了这个交响乐团。,2
5225,3,挂牌,guàpái,,,动,在证券交易所中获得交易资格的股票都有一块牌子标明名称挂出，以证明此种股票可以在证券交易所买卖,该种股票将挂牌上市。,1
5225,1,挂牌,guàpái,,,动,挂出写有其名称的牌子，表示正式成立；特指医生、律师等挂出招牌营业,挂牌行医,2
5225,2,挂牌,guàpái,,,动,工作人员在工作时佩戴胸卡,挂牌上岗,3
5225,4,挂牌,guàpái,,,动,指职业体育组织的运动员要求转换组织时，由有关部门公布姓名，供其他组织挑选,挂牌转会,4
5229,1,物流,wùliú,,,名,物品从供货地向接受地的实体流动过程。包括装卸、包装、储存、运输、配送、信息处理等环节,积极发展物流，重视系统建设。,1
5229,2,物流,wùliú,,,名,指流通中的实物商品,,2
5237,3,输入,shūrù,,,动,使能量、信号等进入某种机构或装置,,1
5237,1,输入,shūrù,,,动,（从外部）向内部输送,医生给重伤员输入新鲜血液。,2
5237,2,输入,shūrù,,,动,从国外或境外买进或引进,输入先进电子技术。,3
5247,1,征服,zhēngfú,,,动,用武力使对方屈服,,1
5247,2,征服,zhēngfú,,,动,用感染力使人折服,精彩的表演征服了观众。,2
5260,1,会期,huìqī,,,名,会议所需天数,会期五天,1
5260,2,会期,huìqī,,,名,会议开始的日期,会期定在3月5日。,2
5267,1,地主,dìzhǔ,,,名,指解放前占有土地，自己不劳动或只有附带的劳动，主要靠出租土地剥削农民为生的人,,1
5267,2,地主,dìzhǔ,,,名,住在本地的主人（对外来客人而言）,尽地主之谊,2
5268,2,自有,zìyǒu,,,动,自己拥有,出租自有房屋｜自有品牌,1
5268,1,自有,zìyǒu,,,动,自然具有,胸中自有雄兵百万｜他自有办法解决,2
5269,2,包袱,bāofu,,,名,包有衣物等的布包儿,手上拎着一个包袱。,1
5269,4,包袱,bāofu,,,名,指相声等曲艺中的笑料,抖包袱（把笑料说出来）。,2
5269,3,包袱,bāofu,,,名,比喻精神上的压力或负担,顾虑重重，包袱沉重。,3
5269,1,包袱,bāofu,,,名,包裹衣物等用的布,,4
5270,2,人头,réntóu,,,名,人数,按人头分配,1
5270,1,人头,réntóu,,,名,人的脑袋,人头攒动｜人头落地,2
5270,3,人头,réntóu,,,名,〈口〉指跟别人的关系,人头熟，工作好开展。,3
5275,3,朝阳,zhāoyáng,,,形,新兴的、有美好发展前景的,朝阳行业,1
5275,2,朝阳,zhāoyáng,,,名,刚升起的太阳,,2
5275,1,朝阳,cháoyáng,,,动,向着太阳；一般指朝南,,3
5276,1,通话,tōnghuà,,,动,通过电话交谈,我用手机和他通话。,1
5276,2,通话,tōnghuà,,,动,用彼此能懂的话交谈,我不懂德语，只好用英语跟德国同学通话。,2
5283,2,银牌,yínpái,,,名,体育或其他比赛中颁发给亚军（第二名）的奖牌,,1
5283,1,银牌,yínpái,,,名,银制的用作标志的牌子,,2
5290,2,讨厌,tǎoyàn,,,动,厌恶,我最讨厌阿谀奉承。,1
5290,1,讨厌,tǎoyàn,,,形,惹人厌烦；令人心烦,这人老来纠缠，真讨厌｜咳嗽总治不好，太讨厌了。,2
5294,1,交叉,jiāochā,,,动,方向不同的线或条状物互相穿过,两臂在胸前交叉｜交叉路口,1
5294,2,交叉,jiāochā,,,动,间隔穿插,大小会交叉进行,2
5294,3,交叉,jiāochā,,,动,（涉及的内容）互相渗透,交叉科学,3
5307,1,诱惑,yòuhuò,,,动,使用手段使人迷惑上当,被人诱惑走上邪路。,1
5307,2,诱惑,yòuhuò,,,动,招引；吸引,这里的优美环境对游客很有诱惑力。,2
5308,1,草地,cǎodì,,,名,长满野草或牧草的大片土地,,1
5308,2,草地,cǎodì,,,名,城市中铺草皮或长草的地方,,2
5309,1,何以,héyǐ,,,副,为什么,他何以变得如此不通人情?,1
5309,2,何以,héyǐ,,,副,用什么；凭借什么,何以为证?,2
5311,3,提取,tíqǔ,,,动,经提炼而取得,从石油中提取汽油。,1
5311,2,提取,tíqǔ,,,动,从财物的总数中取出一部分,,2
5311,1,提取,tíqǔ,,,动,从银行或保管单位中取出（财物）,,3
5312,1,其间,qíjiān,,,名,那中间；其中,置身其间,1
5312,2,其间,qíjiān,,,名,某一段时间之内,他入伍五年，其间屡受嘉奖。,2
5315,2,本土,běntǔ,,,名,一个国家固有的领土；也指殖民国家本国的领土,德国法西斯多次空袭英国本土，使英伦三岛蒙受巨大损失。,1
5315,1,本土,běntǔ,,,名,出生成长的地方,情系本土｜玉米的本土在美洲。,2
5315,3,本土,běntǔ,,,名,指原地的土壤,本土沙子太多，树苗无法成活，用客土置换后，情况大有好转。,3
5327,1,主角,zhǔjué,,,名,戏剧、电影等中的主要角色；扮演主要角色的演员,,1
5327,2,主角,zhǔjué,,,名,借指主要人物,他是技术革新活动的主角。,2
5332,2,跟前,gēnqián,,,名,身边；附近,孩子在他跟前很听话｜大楼跟前停着一辆轿车。,1
5332,1,跟前,gēnqian,,,名,身旁（专就有无子女说）,他跟前没儿没女,2
5335,1,规矩,guīju,,,名,画圆形和方形的两种工具；比喻一定的标准、准则或惯例,要按规矩办事｜一点儿规矩都不懂。,1
5335,2,规矩,guīju,,,形,符合标准或常理；老实本分,他写字总是一笔一画，非常规矩｜他是个规矩人,2
5338,1,专访,zhuānfǎng,,,动,专门对某人或某事进行采访,对目击者进行专访。,1
5338,2,专访,zhuānfǎng,,,名,专访的文章和体裁,人物专访｜连续发表三篇专访。,2
5345,3,前沿,qiányán,,,名,借指领先地位,处于这一学科的前沿｜前沿学科,1
5345,2,前沿,qiányán,,,名,阵地前部的边沿,首长来到阵地前沿,2
5345,1,前沿,qiányán,,,名,（某些东西）前部的边儿,帽子的前沿破了,3
5347,1,爷爷,yéye,,,名,祖父,我爷爷一生艰苦朴素。,1
5347,2,爷爷,yéye,,,名,对男性老年人的敬称,,2
5349,2,国营,guóyíng,,,形,国家投资经营的（跟“民营”、“私营”相区别）,国营企业｜国营单位,1
5349,1,国营,guóyíng,,,动,国家投资经营,这些企业国有国营。,2
5360,2,铜牌,tóngpái,,,名,体育或其他比赛中颁发给季军（第三名）的铜质奖牌,,1
5360,1,铜牌,tóngpái,,,名,铜制的用作标志的牌子,,2
5368,1,里程,lǐchéng,,,名,路途的长度,计算里程｜里程表,1
5368,2,里程,lǐchéng,,,名,比喻人生的经历或事物发展的过程,战斗里程,2
5369,1,缓和,huǎnhé,,,形,平和舒缓；不紧张，不激烈,缓和的气氛｜局势缓和,1
5369,2,缓和,huǎnhé,,,动,使缓和,缓和紧张局势,2
5374,1,时光,shíguāng,,,名,时间,珍惜时光,1
5374,2,时光,shíguāng,,,名,时期,改革开放的好时光。,2
5374,3,时光,shíguāng,,,名,日子,,3
5377,1,立体,lìtǐ,,,名,具备长、宽、厚的物体,立体模型,1
5377,3,立体,lìtǐ,,,形,多层次的；多方面的,立体进攻,2
5377,2,立体,lìtǐ,,,名,几何体,,3
5377,4,立体,lìtǐ,,,形,给人以立体感受的,立体声,4
5379,1,中人,zhōngrén,,,名,中间人,,1
5379,2,中人,zhōngrén,,,名,在某方面或某些方面水平中等的人,中人才学,2
5382,2,出场,chūchǎng,,,动,演员登上舞台或进入拍摄场地排练或演出；运动员进入赛场参加比赛,名角出场｜女排的出场阵容尚不清楚。,1
5382,1,出场,chūchǎng,,,动,到场；出面,这件事您不出场是不行了。,2
5386,2,手工,shǒugōng,,,名,靠手工进行的工作或手工工艺,手工费｜这种漆器手工精良。,1
5386,3,手工,shǒugōng,,,名,〈口〉手工劳动的报酬,做西服手工很贵,2
5386,1,手工,shǒugōng,,,动,用手（不用机器）操作,手工劳动｜手工编织,3
5389,1,新任,xīnrèn,,,动,新近任命或任职,新任省长｜新任经理,1
5389,2,新任,xīnrèn,,,名,新任命或新担任职务的人,原任已经调走，新任还没来。,2
5399,1,散发,sànfā,,,动,发出并散开,新翻过的田里散发出泥土的气息。,1
5399,2,散发,sànfā,,,动,分散发出,散发传单,2
5400,2,常年,chángnián,,,副,一年到头；每年,守岛的官兵常年以岛为家。,1
5400,1,常年,chángnián,,,名,一般的年份,跟常年的利润持平｜今年的产量比常年多。,2
5401,1,回避,huíbì,,,动,躲避；避开,不能回避困难,1
5401,2,回避,huíbì,,,动,法律上特指跟案件或案件当事人有利害关系的司法人员等不参与该案件的诉讼事宜,,2
5404,1,地步,dìbù,,,名,境地；所达到的程度,她爱好黄梅戏到了入迷的地步｜两国关系恶化到军事对抗的地步。,1
5404,2,地步,dìbù,,,名,余地,此时已无退让的地步。,2
5407,1,休闲,xiūxián,,,动,停止工作或学习，处于闲暇、轻松状态,休闲活动｜休闲服,1
5407,2,休闲,xiūxián,,,动,农田在一定时间内闲置不种，使地力得以恢复,休闲地,2
5408,2,扭转,niǔzhuǎn,,,动,纠正不正常的情况或改变不好的形势,扭转了连年亏损的局面。,1
5408,1,扭转,niǔzhuǎn,,,动,转过来,扭转身子向教室后面看。,2
5413,1,苦难,kǔnàn,,,名,痛苦和灾难,经历无数的苦难,1
5413,2,苦难,kǔnàn,,,形,受苦受难的,熬过了最苦难的日子。,2
5414,1,温和,wēnhé,,,形,（气候）不冷不热；温度适当,温和的阳光｜温和的春风,1
5414,2,温和,wēnhé,,,形,（态度）和蔼；（力量）不猛烈,性格温和｜药性温和,2
5419,3,天时,tiānshí,,,名,时候,天时不早了,1
5419,1,天时,tiānshí,,,名,适宜的气候条件,种庄稼要不违天时。,2
5419,2,天时,tiānshí,,,名,【气候】一个地区由纬度、地形、海拔高度、大气环流等因素相互作用所形成的气象状态的总体情况；【天气】在一定区域一定时间内阴晴、风雨、冷热等的大气状况,天时渐冷,3
5422,1,黑人,hēirén,,,名,黑种人,,1
5422,2,黑人,hēirén,,,名,没有户籍的人,,2
5435,2,有心,yǒuxīn,,,副,故意；存心,我看你是有心说给别人听的。,1
5435,1,有心,yǒuxīn,,,动,有某种想法或心计,我有心拉他一把｜言者无意，听者有心。,2
5438,1,乃是,nǎishì,,,动,是；就是,此物乃是传家之宝。,1
5438,2,乃是,nǎishì,,,动,原来是,双方矛盾一经挑明，方知乃是一场误会。,2
5440,2,年报,niánbào,,,名,（各机关部门）按年度上报的文件、表格等,财务处的年报已经上交了。,1
5440,1,年报,niánbào,,,名,一年只出版一次的刊物,数学年报,2
5447,2,冰箱,bīngxiāng,,,名,电冰箱,,1
5447,1,冰箱,bīngxiāng,,,名,旧时用来冷藏食物等的木箱，里面放有冰块,,2
5454,1,天真,tiānzhēn,,,形,单纯、朴实，不造作、不虚伪,天真无邪,1
5454,2,天真,tiānzhēn,,,形,头脑简单，思想幼稚,这只能是一种天真的幻想。,2
5457,1,预料,yùliào,,,动,事先估计,比赛胜负很难预料。,1
5457,2,预料,yùliào,,,名,事先估计的情况,他的预料没错,2
5458,1,单打,dāndǎ,,,动,某些球类竞赛的一种方式，对阵双方各出一名队员比赛，如羽毛球、乒乓球、网球等都有单打项目,,1
5458,2,单打,dāndǎ,,,动,一对一地搏斗,单打独斗,2
5460,1,元素,yuánsù,,,名,要素，构成事物的基本因素,古人认为金、木、水、火、土是构成万物的五种元素。,1
5460,2,元素,yuánsù,,,名,化学元素。是具有相同核电荷数（质子数）的一类原子的总称。如氢元素就是核电荷数为1的氢原子的总称,,2
5466,2,说不定,shuōbudìng,,,副,可能；没准儿,说不定哪一天他会突然回来。,1
5466,1,说不定,shuōbudìng,,,动,说不确切,他来不来，现在还说不定。,2
5467,2,库存,kùcún,,,名,指库房里存放的财物,动用库存,1
5467,1,库存,kùcún,,,动,在库房里存放,库存物资,2
5469,2,可观,kěguān,,,形,达到的水平、程度较高,获得可观的成果｜收入相当可观,1
5469,1,可观,kěguān,,,形,值得观看,景色可观,2
5483,2,工夫,gōngfu,,,名,空闲时间,我没有工夫去看戏。,1
5483,1,工夫,gōngfu,,,名,（做事）所耗费的时间或精力,白费工夫,2
5483,3,工夫,gōngfu,,,名,〈口〉一段时间；时候,我刚参加工作那工夫，社会经验很少。,3
5486,2,男篮,nánlán,,,名,男子篮球队的简称,,1
5486,1,男篮,nánlán,,,名,男子篮球运动的简称,,2
5491,1,影子,yǐngzi,,,名,物体等挡住光线后投射出的形象,身正不怕影子斜,1
5491,3,影子,yǐngzi,,,名,模糊的形象、迹象或印象,他来投资的事一点儿影子也没有。,2
5491,2,影子,yǐngzi,,,名,物体等在镜子、水面等反射物中显现出来的形象,,3
5493,1,震动,zhèndòng,,,动,受外力的影响而颤动,窗户震动了一下,1
5493,2,震动,zhèndòng,,,动,（重大事情）引起强烈反响,这场海啸震动了全世界。,2
5495,1,编写,biānxiě,,,动,编辑、整理有关材料，写成书或文章,编写字典｜编写教材,1
5495,2,编写,biānxiě,,,动,指创作文学作品,编写剧本｜编写故事,2
5499,1,补助,bǔzhù,,,动,在经济上给以帮助（多指单位对个人）,单位补助他300元｜补助金,1
5499,2,补助,bǔzhù,,,名,补助的钱物,享受困难补助,2
5502,1,录音,lùyīn,,,动,把声音转换为电信号，再用机械、光学或电磁等方法记录下来,今天的讲座没能录音。,1
5502,2,录音,lùyīn,,,名,用专门设备记录下来的声音,播放实况录音,2
5503,1,用心,yòngxīn,,,动,集中心思，认真思考,用心思索｜用心钻研｜在备课方面要多用点儿心。,1
5503,2,用心,yòngxīn,,,名,居心；用意,良苦用心｜别有用心,2
5506,1,一发,yīfā,,,副,越发；更加,离家以后，无人管束，他的生活一发无规律了。,1
5506,2,一发,yīfā,,,副,一总；一起,把所提问题集中起来一发解决。,2
5511,1,通车,tōngchē,,,动,铁路、公路修通，车辆开始运行,这条高速公路最近刚通车。,1
5511,2,通车,tōngchē,,,动,有车辆运行,乡乡都通车,2
5512,1,定向,dìngxiàng,,,动,确定或测定方向,工作要先定向｜定向仪,1
5512,2,定向,dìngxiàng,,,形,有确定方向或目标的,定向培养｜定向天线,2
5524,1,四方,sìfāng,,,名,东、西、南、北四个方向；泛指各地,四方支援｜志在四方,1
5524,2,四方,sìfāng,,,形,正方形的；立方体的,四方桌｜四方脸,2
5526,2,层面,céngmiàn,,,名,事物某一层次的范围；方面,不能停留在理论层面上｜社会的各个层面,1
5526,1,层面,céngmiàn,,,名,分隔不同性质沉积层的岩层的界面,,2
5532,1,明亮,míngliàng,,,形,光线充足；亮堂,明亮的教室,1
5532,2,明亮,míngliàng,,,形,闪亮,明亮的玻璃墙｜明亮的车灯,2
5532,3,明亮,míngliàng,,,形,明白；清楚,一席话使我心里明亮了。,3
5535,1,大片,dàpiàn,,,形,形容面积很大或范围很广,大片草地｜耕地大片流失,1
5535,2,大片,dàpiàn,,,名,指耗资大、制作特别精良的影片,,2
5536,2,全线,quánxiàn,,,名,整条线路；某方面的整个范围,京九铁路已全线通车｜股价近日全线上涨。,1
5536,1,全线,quánxiàn,,,名,整条战线,全线告急｜全线停火,2
5538,2,后卫,hòuwèi,,,名,篮球、足球等球类比赛中，主要担任防御任务的队员,,1
5538,1,后卫,hòuwèi,,,名,部队进军、作战或撤退时，在后面负责掩护、保卫或警戒的部队,三连担任后卫,2
5541,1,自称,zìchēng,,,动,自己述说；以某种名号称呼自己,他自称钱包被盗｜他自称表演艺术家。,1
5541,2,自称,zìchēng,,,动,自己声称（含夸大意味）,该厂自称产品销量全国第一。,2
5547,1,尖锐,jiānruì,,,形,（物体末端）尖而锋利,尖锐如刺｜鹰喙极尖锐,1
5547,2,尖锐,jiānruì,,,形,尖厉,尖锐刺耳的刹车声。,2
5547,4,尖锐,jiānruì,,,形,激烈,措辞尖锐,3
5547,3,尖锐,jiānruì,,,形,敏锐而深刻,尖锐地指出矛盾的焦点｜尖锐的眼光,4
5553,1,破获,pòhuò,,,动,侦破案件并抓获犯罪嫌疑人,破获盗窃团伙,1
5553,2,破获,pòhuò,,,动,识破并获得机密,破获情报,2
5555,2,电讯,diànxùn,,,名,用电话、电报或无线电设备传送的消息、报道；现也指互联网传送的消息、报道,,1
5555,1,电讯,diànxùn,,,名,无线电信号,电讯设备,2
5558,3,兵团,bīngtuán,,,名,军事化的生产建设单位“生产建设兵团”的简称,兵团战士,1
