rank,cihui,pinyin,raw_html
76240,桃酥,táosū,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>桃酥</x-hw><x-pr> táosū</x-pr>
<dt><x-gram>名</x-gram>一种松脆的点心，用面粉、植物油、砂糖、核桃仁<x-er>儿</x-er>为主料烤制而成<x-f>。</x-f>
"
76281,蔻丹,kòudān,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>蔻丹</x-hw><x-pr> kòudān</x-pr><br><x-gram>名</x-gram><x-etym>英语 Cutex 音译<x-f>。</x-f></x-etym>染指甲用的油<x-f>。</x-f></dt>
"
76351,孤负,gūfù,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>孤负</x-hw><x-pr> gūfù</x-pr>
<dt>现在规范词形写作“<a href=""entry://辜负"" type=""normalized"">辜负</a>”<x-f>。</x-f>
"
76419,读破,dúpò,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>读破</x-hw><x-pr> dúpò</x-pr>
<dt><x-gram>动</x-gram>一个汉字因意义不同而有两个或两个以上读音时，不读通常的读音而读作另一音，以表示另外的意义。如“衣锦还乡”的“衣”旧读 yì，现在读 yī，表示穿衣的意思<x-f>。</x-f></dt>
"
76669,白玩儿,báiwánr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>白玩<x-er>儿</x-er></x-hw><x-pr> báiwánr</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>不付代价地使用或玩<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>这种电子游戏不能<x-key>白玩儿</x-key><x-f>。</x-f></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>动</x-g> 〈口〉指做某事丝毫不费力<x-f>。</x-f></dt><dd><x-ex>他写篇文章跟<x-key>白玩儿</x-key>似的<x-f>。</x-f></x-ex></dd>
"
76701,白茬儿,báichár,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>白茬<x-er>儿</x-er></x-hw><x-pr> báichár</x-pr>
<dt><x-sn>①</x-sn><x-gram>区别</x-gram>（农作物收割后的土地）没有再播种（zhòng）的<x-f>。</x-f></dt><dd><x-ex><x-key>白茬儿</x-key>地</x-ex></dd>
<dt><x-sn>②</x-sn>区别（本色皮衣）没有用布、绸等缝缀上面<x-er>儿</x-er>的<x-f>。</x-f><dd><x-ex><x-key>白茬儿</x-key>皮袄</x-ex></dd>
<dt><x-sn>③</x-sn>区别（木制、竹制等器物）未经油漆的<x-f>。</x-f></dt><dd><x-ex><x-key>白茬儿</x-key>桌椅</x-ex></dd><t-note><x-lb>用法说明</x-lb>不宜写作“白槎<x-er>儿</x-er>” “白碴<x-er>儿</x-er>” “白楂<x-er>儿</x-er>”<x-f>。</x-f></t-note>
"
76815,一个心眼儿,yīge-xīnyǎnr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>一个心眼<x-er>儿</x-er></x-hw><x-pr> yīge-xīnyǎnr</x-pr>
<dt><x-sn>①</x-sn>一心一意；没有二心<x-f>。</x-f></dt><dd><x-ex><x-key>一个心眼儿</x-key>地爱他<x-f>。</x-f></x-ex></dd>
<dt><x-sn>②</x-sn>死板，不知变通；心眼<x-er>儿</x-er>少<x-f>。</x-f><dd><x-ex>你怎么<x-key>一个心眼儿</x-key>，不会把桌子垫高一点<x-er>儿</x-er>吗?</x-ex></dd>
"
76838,柴垛,cháiduò,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>柴垛</x-hw><x-pr> cháiduò</x-pr>
<dt><x-gram>名</x-gram>柴火堆成的堆<x-er>儿</x-er><x-f>。</x-f>（也说柴火垛<x-f>。</x-f>）
"
76962,因人废言,yīnrén-fèiyán,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>因人废言</x-hw><x-pr> yīnrén-fèiyán</x-pr>
<dt>《论语·卫灵公》：“君子不以言举人，不以人废言。”意思是说，不因为某人说了好话就提拔他，也不因为某人不好，就把他说过的正确的话也给否定掉。后用“因人废言”指因为某人地位低下，或者有缺点错误，甚至反对过自己，就否定掉他所说过的正确言论<x-f>。</x-f>（也说以人废言<x-f>。</x-f>）
"
76997,糖蒜,tángsuàn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>糖蒜</x-hw><x-pr> tángsuàn</x-pr>
<dt><x-gram>名</x-gram>用春天的新蒜瓣<x-er>儿</x-er>加上白糖、蜂蜜和清水腌渍而成的副食品<x-f>。</x-f>
"
77131,货郎鼓,huòlánggǔ,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>货郎鼓</x-hw><x-pr> huòlánggǔ</x-pr>
<dt><x-gram>名</x-gram>可以来回转动作响的带把<x-er>儿</x-er>的小鼓，状如拨浪鼓但较大。货郎用来招引顾客<x-f>。</x-f>
"
77135,打瓜,dǎguā,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>打瓜</x-hw><x-pr> dǎguā</x-pr>
<dt><x-gram>名</x-gram>西瓜的一种。个<x-er>儿</x-er>小而籽实较多，成熟后用手打开即可食用。栽培这种西瓜主要是为了取瓜子<x-f>。</x-f>
"
77173,阿尔法粒子,ā'ěrfǎ lìzǐ,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>阿尔法粒子</x-hw><x-pr> ā'ěrfǎ lìzǐ</x-pr>
<dt>放射性物质衰变时放射出来的氦原子核，带正电。穿透力不大，能伤害人和动物的皮肤<x-f>（</x-f>阿尔法：希腊字母α音译<x-f>）</x-f>。学名写作α粒子<x-f>。</x-f>
"
77210,吃独食,chīdúshí,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>吃独食</x-hw><x-pr> chīdúshí</x-pr>
<dt>只是自个<x-er>儿</x-er>吃，不让别人吃；比喻在合作中独占好处<x-f>。</x-f><dd><x-ex>这人爱<x-key>吃独食</x-key>，别跟他合作<x-f>。</x-f></x-ex></dd>
"
77226,白斩鸡,báizhǎnjī,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>白斩鸡</x-hw><x-pr> báizhǎnjī</x-pr>
<dt><x-gram>名</x-gram>菜肴，把宰好的整鸡用清水煮熟，切块<x-er>儿</x-er>蘸佐料吃<x-f>。</x-f>（也说白切鸡<x-f>。</x-f>）
"
77437,毛活,máohuó,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>毛活</x-hw><x-pr> máohuó</x-pr>
<dt><x-sn>①</x-sn><x-gram>名</x-gram>编织毛线的活<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>她的<x-key>毛活</x-key>干得不错<x-f>。</x-f></x-ex></dd>
<dt><x-sn>②</x-sn><x-g>名</x-g> 用毛线等编织成的各种衣物<x-f>。</x-f></dt><dd><x-ex>织了件<x-key>毛活</x-key></x-ex></dd>
"
77628,梦笔生花,mèngbǐ-shēnghuā,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>梦笔生花</x-hw><x-pr> mèngbǐ-shēnghuā</x-pr>
<dt>五代·王仁裕《开元天宝遗事·梦笔头生花》中说：唐代诗人李白少年时梦见笔头<x-er>儿</x-er>上生花，从此文思大进，名闻天下。后用来比喻文思敏捷，才华横溢<x-f>。</x-f>
"
77715,皮猴儿,píhóur,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>皮猴<x-er>儿</x-er></x-hw><x-pr> píhóur</x-pr>
<dt><x-gram>名</x-gram>领上有风帽、用皮革做面<x-er>儿</x-er>或人造毛等做里子缝制的大衣<x-f>。</x-f>
"
77946,珂罗版,kēluóbǎn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>珂罗版</x-hw><x-pr> kēluóbǎn</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 collotype 音意合译<x-f>。</x-f></x-etym>印刷版的一种。用照相的方法把图文晒印在涂有感光胶层的玻璃板上制成。多用于印刷美术品、手迹和重要文献<x-f>。</x-f></dt>（也说玻璃版<x-f>。</x-f>）</dt><hr><dt class='title'><x-hw>珂㼈版</x-hw><x-pr> kēluóbǎn</x-pr>
<dt>现在一般写作“珂罗版”<x-f>。</x-f></dt>
"
77973,差之毫厘，谬以千里,chāzhīháolí，miùyǐqiānlǐ,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>差之毫厘，谬以千里</x-hw><x-pr> chāzhīháolí，miùyǐqiānlǐ</x-pr>
<dt>指开始只相差很少一点<x-er>儿</x-er>，结果却造成大错。强调不能有丝毫疏忽<x-f>。</x-f>
"
78272,贯口,guànkǒu,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>贯口</x-hw><x-pr> guànkǒu</x-pr>
<dt><x-gram>名</x-gram>曲艺表演中一口气快速连续说、唱出一节或一段词<x-er>儿</x-er>的技巧<x-f>。</x-f>
"
78372,跑堂儿,pǎotángr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>跑堂<x-er>儿</x-er></x-hw><x-pr> pǎotángr</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>旧指在饭馆里干杂活<x-er>儿</x-er><x-f>。</x-f>
<dt><x-sn>②</x-sn><x-g>名</x-g> 旧指饭馆里干杂活<x-er>儿</x-er>的人<x-f>。</x-f>（也说跑堂<x-er>儿</x-er>的<x-f>。</x-f>）
"
78416,英特纳雄耐尔,yīngtènàxióngnài'ěr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>英特纳雄耐尔</x-hw><x-pr> yīngtènàxióngnài'ěr</x-pr>
<dt><x-gram>名</x-gram><x-etym>法语 Internationale 音译<x-f>。</x-f></x-etym>本义是“国际”（“国际工人协会”即“第一国际”的简称），在《国际歌》中特指国际共产主义的理想<x-f>。</x-f></dt>
"
78448,掉点儿,diàodiǎnr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>掉点<x-er>儿</x-er></x-hw><x-pr> diàodiǎnr</x-pr>
<dt><x-gram>动</x-gram>（开始下雨时）落下零星的雨点<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>已经<x-key>掉点儿</x-key>了，还不快走!</x-ex></dd>
"
78649,片儿警,piànrjǐng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>片<x-er>儿</x-er>警</x-hw><x-pr> piànrjǐng</x-pr>
<dt><x-gram>名</x-gram>具体负责某一片<x-er>儿</x-er>地区治安工作的警察<x-f>。</x-f>
"
78715,康乐球,kānglèqiú,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>康乐球</x-hw><x-pr> kānglèqiú</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 cornerbool 音意合译<x-f>。</x-f></x-etym>一种游艺项目。在周围有档板、四角有洞的方盘上进行。二至四人轮流用木杆击一扁圆形公用球子，将己方的球全部先撞击入洞者为胜<x-f>。</x-f></dt>（也说克郎球、克郎棋<x-f>。</x-f>）
"
78834,黄骠马,huángbiāomǎ,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>黄骠马</x-hw><x-pr> huángbiāomǎ</x-pr>
<dt><x-gram>名</x-gram>黄毛夹杂着白点<x-er>儿</x-er>的马<x-f>。</x-f>
"
78840,罗曼司,luómànsī,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>罗曼司</x-hw><x-pr> luómànsī</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 romance 音译<x-f>。</x-f></x-etym>指富有浪漫色彩的爱情故事或惊险故事<x-f>。</x-f></dt>
"
78974,升堂入室,shēngtáng-rùshì,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>升堂入室</x-hw><x-pr> shēngtáng-rùshì</x-pr>
<dt>《论语·先进》：“由也升堂矣，未入于室也。”意思是子路学业有成，但还没有达到最高境界。后用“升堂入室”比喻学识和技能逐步提高，达到很高的境界<x-f>。</x-f>（也说登堂入室<x-f>。</x-f>）
"
79111,岔曲儿,chàqǔr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>岔曲<x-er>儿</x-er></x-hw><x-pr> chàqǔr</x-pr>
<dt><x-gram>名</x-gram>单弦<x-er>儿</x-er>演唱正式的段子前加唱的小段<x-er>儿</x-er>。内容多为抒情、写景或滑稽、调侃等<x-f>。</x-f>
"
79117,帽舌,màoshé,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>帽舌</x-hw><x-pr> màoshé</x-pr>
<dt><x-gram>名</x-gram>帽子前边伸出的形状像舌头的檐<x-er>儿</x-er>，有遮挡阳光等作用<x-f>。</x-f>
"
79250,杯葛,bēigé,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>杯葛</x-hw><x-pr> bēigé</x-pr>
<dt><x-gram>动</x-gram><x-etym>英语 boycott 音译<x-f>。</x-f></x-etym>1880年爱尔兰佃农为反对地主的压榨虐待，对田庄管理人查利·杯葛进行了抵制。后用“杯葛”指有组织的抵制行为<x-f>。</x-f>
"
79480,提味儿,tíwèir,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>提味<x-er>儿</x-er></x-hw><x-pr> tíwèir</x-pr>
<dt><x-gram>动</x-gram>使食物更有滋味<x-er>儿</x-er><x-f>。</x-f><dd><x-ex>加点<x-er>儿</x-er>味精<x-key>提味儿</x-key><x-f>。</x-f></x-ex></dd>
"
79569,船锚,chuánmáo,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>船锚</x-hw><x-pr> chuánmáo</x-pr>
<dt><x-gram>名</x-gram>船只停泊用的铁制器具，一端有两三只带钩的爪<x-er>儿</x-er>，一端用缆绳等连接在船上，停船时抛入水底或岸边，使船固定<x-f>。</x-f>
"
79595,板荡,bǎndàng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>板荡</x-hw><x-pr> bǎndàng</x-pr>〈文〉
<dt><x-gram>形</x-gram>《板》和《荡》是《诗经·大雅》中的两篇，内容都是说周厉王无道，政治黑暗。后用“板荡”形容时政混乱，社会动荡不安<x-f>。</x-f><dd><x-ex>疾风知劲草，<x-key>板荡</x-key>识诚臣<x-f>。</x-f></x-ex></dd>
"
79834,艾窝窝,àiwōwo,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>艾窝窝</x-hw><x-pr> àiwōwo</x-pr>
<dt><x-gram>名</x-gram>用熟糯米做成的食物，球形，有馅<x-er>儿</x-er>，是传统京味小吃<x-f>。</x-f>
"
79888,禁脔,jìnluán,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>禁脔</x-hw><x-pr> jìnluán</x-pr>〈文〉
<dt><x-gram>名</x-gram>《晋书·谢混传》：“每得一㹠，以为珍膳，项上一脔尤美，辄以荐帝，群下未尝敢食，于时呼为‘禁脔’。”（㹠：同“豚”，小猪；脔：切成块状的肉）原指别人不得擅自食用的猪脖子肉，后用来比喻个人独占、别人不能分享的物品<x-f>。</x-f><dd><x-ex>莫近<x-key>禁脔</x-key></x-ex></dd>
"
79942,像貌,xiàngmào,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>像貌</x-hw><x-pr> xiàngmào</x-pr>
<dt>现在规范词形写作“<a href=""entry://相貌"" type=""normalized"">相貌</a>”<x-f>。</x-f>
"
79961,摊售,tānshòu,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>摊售</x-hw><x-pr> tānshòu</x-pr>
<dt><x-gram>动</x-gram>摆摊<x-er>儿</x-er>销售<x-f>。</x-f><dd><x-ex><x-key>摊售</x-key>旧家电</x-ex></dd>
"
