rank,cihui,pinyin,raw_html
91105,笔管条直,bǐguǎn-tiáozhí,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>笔管条直</x-hw><x-pr> bǐguǎn-tiáozhí</x-pr>
<dt>形容像毛笔杆<x-er>儿</x-er>那样直（多指直立着的）<x-f>。</x-f><dd><x-ex>两行<x-key>笔管条直</x-key>的白杨树<x-f>。</x-f></x-ex></dd>
"
91144,贝塔粒子,bèitǎ lìzǐ,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>贝塔粒子</x-hw><x-pr> bèitǎ lìzǐ</x-pr>
<dt>放射性物质衰变时放射出来的高速运动的电子，带负电。穿透力比阿尔法粒子大<x-f>（</x-f>贝塔：希腊字母β音译<x-f>）</x-f>。学名写作β粒子<x-f>。</x-f>
"
91219,蹀血,diéxuè,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>蹀血</x-hw><x-pr> diéxuè</x-pr>
<dt>现在规范词形写作“<a href=""x-dictionary:r:00034D1:com.apple.dictionary.zh_CN.SDCC#xpointer(//*[@id='00034D3'])"" title=""喋"" type=""normalized"">喋血</a>”<x-f>。</x-f>
"
91226,十锦,shíjǐn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>十锦</x-hw><x-pr> shíjǐn</x-pr>
<dt>现在规范词形写作“<a href=""entry://什锦"" type=""normalized"">什锦</a>”<x-f>。</x-f>
"
91314,风戽,fēnghù,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>风戽</x-hw><x-pr> fēnghù</x-pr>
<dt><x-gram>名</x-gram>用风力带动的汲水灌田的旧式农具，形状有点<x-er>儿</x-er>像斗<x-f>。</x-f>
"
91515,赛璐玢,sàilùfēn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>赛璐玢</x-hw><x-pr> sàilùfēn</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 cellophane 音译<x-f>。</x-f></x-etym>一种玻璃纸，可以染成各种颜色，多用于包装<x-f>。</x-f></dt>
"
91520,鼻韵母,bíyùnmǔ,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>鼻韵母</x-hw><x-pr> bíyùnmǔ</x-pr>
<dt><x-gram>名</x-gram>带鼻音韵尾的韵母。汉语普通话语音里有 an、ian、uan、üan、en、in、un、ün、ang、iang、uang、eng、ing、ueng、ong、iong 等16个鼻韵母<x-f>。</x-f></dt>
"
91559,煤砟子,méizhǎzi,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>煤砟子</x-hw><x-pr> méizhǎzi</x-pr>
<dt><x-gram>名</x-gram>小块<x-er>儿</x-er>煤<x-f>。</x-f>
"
91580,零杂工,língzágōng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>零杂工</x-hw><x-pr> língzágōng</x-pr>
<dt><x-gram>名</x-gram>做短时零星杂活<x-er>儿</x-er>的人<x-f>。</x-f>
"
91585,辣丝丝,làsīsī,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>辣丝丝</x-hw><x-pr> làsīsī</x-pr>
<dt><x-gram>形</x-gram>形容有点<x-er>儿</x-er>辣的感觉<x-f>。</x-f>
"
91620,掐尖儿,qiājiānr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>掐尖<x-er>儿</x-er></x-hw><x-pr> qiājiānr</x-pr>
<dt><x-sn>①</x-sn><x-gram>动</x-gram>掐去某些作物的嫩尖<x-er>儿</x-er><x-f>。</x-f>
<dt><x-sn>②</x-sn><x-g>动</x-g> 比喻打击冒尖的人<x-f>。</x-f></dt>
"
91786,见风是雨,jiànfēng-shìyǔ,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>见风是雨</x-hw><x-pr> jiànfēng-shìyǔ</x-pr>
<dt>比喻看到一点<x-er>儿</x-er>迹象或听到一点<x-er>儿</x-er>传言就轻率地相信并采取某种行动<x-f>。</x-f>
"
91860,铰肉机,jiǎoròujī,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>铰肉机</x-hw><x-pr> jiǎoròujī</x-pr>
<dt><x-gram>名</x-gram>把肉块铰成肉末<x-er>儿</x-er>的机械<x-f>。</x-f>
"
92189,秀外惠中,xiùwài-huìzhōng,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>秀外惠中</x-hw><x-pr> xiùwài-huìzhōng</x-pr>
<dt>现在规范词形写作“<a href=""entry://秀外慧中"" type=""normalized"">秀外慧中</a>”<x-f>。</x-f>
"
92258,榾柮,gǔduò,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>榾柮</x-hw><x-pr> gǔduò</x-pr>
<dt><x-gram>名</x-gram>木头块<x-er>儿</x-er>；树根疙瘩<x-f>。</x-f><dd><x-ex>烧几块<x-key>榾柮</x-key>取暖</x-ex></dd>
"
92351,春卷儿,chūnjuǎnr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>春卷<x-er>儿</x-er></x-hw><x-pr> chūnjuǎnr</x-pr>
<dt><x-gram>名</x-gram>用薄面皮裹馅<x-er>儿</x-er>，卷成长条形，油炸后食用。原是一种春令食品，现已不限于春季食用<x-f>。</x-f>
"
92355,排叉儿,páichàr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>排叉<x-er>儿</x-er></x-hw><x-pr> páichàr</x-pr>
<dt><x-gram>名</x-gram>一种食品，将几股长方形薄面片<x-er>儿</x-er>交叉在一起放进热油中炸脆而成<x-f>。</x-f>
"
92387,香干儿,xiānggānr,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>香干<x-er>儿</x-er></x-hw><x-pr> xiānggānr</x-pr>
<dt><x-gram>名</x-gram>经加工的有五香味<x-er>儿</x-er>的豆腐干<x-er>儿</x-er><x-f>。</x-f>
"
92489,哒嗪,dāqín,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>哒嗪</x-hw><x-pr> dāqín</x-pr>
<dt><x-gram>名</x-gram><x-etym>英语 diazine 音译<x-f>。</x-f></x-etym>有机化合物。人工合成的哒嗪衍生物可用作药物<x-f>。</x-f></dt>
"
92508,笔胆,bǐdǎn,"<link rel=""stylesheet"" type=""text/css"" href=""HYGF2.css""><script src='HYGF2.js'></script><x-hw>笔胆</x-hw><x-pr> bǐdǎn</x-pr>
<dt><x-gram>名</x-gram>自来水笔笔杆内用来贮存墨水的橡皮管<x-er>儿</x-er><x-f>。</x-f>（也说笔囊<x-f>。</x-f>）
"
