rank,hanzi,pinyin,ref_hanzi,ref_pinyin,pos,definition,example
3968,埔,bù,,,名,大埔 dàbù 地名，在广东,
3968,埔,pǔ,,,,用于地名。如黄埔，在广东,
3969,滢,yíng,,,,见“ 汀（tīng）滢 ”,
3970,翟,dí,,,名,〈文〉 长尾野鸡,
3970,翟,zhái,,,名,姓,
3971,蓿,xu,,,,见“ 苜（mù）蓿 ”,
3972,睽,kuí,睽睽,kuíkuí,形,形容睁大眼睛注视的样子,众目 睽睽
3972,睽,kuí,,,动,〈文〉 违背；不合,睽 异（主张不合） 。
3973,杞,qǐ,,,名,周朝诸侯国名，在今河南杞县,
3973,杞,qǐ,,,名,○ 姓,
3975,烷,wán,,,名,有机化合物的一类，分子中只含碳—碳单键结构而具有饱和性。如甲烷、乙烷,
3976,醛,quán,,,名,含有醛基（羰基的一个化学键与氢相连而成的原子团）的有机化合物的统称，如甲醛、乙醛等,
