hsk_sn,cihui,pinyin,hsk_level
2957,动荡,dòng dàng,6
2958,动机,dòng jī,6
2959,动静,dòng jìng,6
2960,动力,dòng lì,6
2961,动脉,dòng mài,6
2962,动身,dòng shēn,6
2963,动手,dòng shǒu,6
2964,动态,dòng tài,6
2965,动员,dòng yuán,6
2966,兜,dōu,6
2967,陡峭,dǒu qiào,6
2968,斗争,dòu zhēng,6
2969,督促,dū cù,6
2970,都市,dū shì,6
2971,独裁,dú cái,6
2972,毒品,dú pǐn,6
2973,赌博,dǔ bó,6
2974,堵塞,dǔ sè,6
2975,杜绝,dù jué,6
2976,端,duān,6
2977,端午节,Duān wǔ jié,6
2978,端正,duān zhèng,6
2979,短促,duǎn cù,6
2980,断定,duàn dìng,6
2981,断断续续,duàn duàn xù xù,6
2982,断绝,duàn jué,6
2983,堆积,duī jī,6
2984,对策,duì cè,6
2985,对称,duì chèn,6
2986,对付,duì fu,6
2987,对抗,duì kàng,6
2988,对立,duì lì,6
2989,对联,duì lián,6
2990,对应,duì yìng,6
2991,对照,duì zhào,6
2992,兑换,duì huàn,6
2993,兑现,duì xiàn,6
2994,队伍,duì wǔ,6
2995,顿时,dùn shí,6
2996,多元化,duō yuán huà,6
2997,哆嗦,duō suo,6
2998,堕落,duò luò,6
2999,额外,é wài,6
3000,恶心,è xīn,6
3001,恶化,è huà,6
3002,遏制,è zhì,6
3003,恩怨,ēn yuàn,6
3004,而已,ér yǐ,6
3005,耳环,ěr huán,6
3006,二氧化碳,èr yǎng huà tàn,6
3007,发布,fā bù,6
3008,发财,fā cái,6
3009,发呆,fā dāi,6
3010,发动,fā dòng,6
3011,发火,fā huǒ,6
3012,发觉,fā jué,6
3013,发射,fā shè,6
3014,发誓,fā shì,6
3015,发行,fā xíng,6
3016,发炎,fā yán,6
3017,发扬,fā yáng,6
3018,发育,fā yù,6
3019,法人,fǎ rén,6
3020,番,fān,6
3021,繁华,fán huá,6
3022,繁忙,fán máng,6
3023,繁体字,fán tǐ zì,6
3024,繁殖,fán zhí,6
3025,反驳,fǎn bó,6
3026,反常,fǎn cháng,6
3027,反倒,fǎn dào,6
3028,反动,fǎn dòng,6
3029,反感,fǎn gǎn,6
3030,反抗,fǎn kàng,6
3031,反馈,fǎn kuì,6
3032,反面,fǎn miàn,6
3033,反射,fǎn shè,6
3034,反思,fǎn sī,6
3035,反问,fǎn wèn,6
3036,反之,fǎn zhī,6
3037,范畴,fàn chóu,6
3038,泛滥,fàn làn,6
3039,贩卖,fàn mài,6
3040,方位,fāng wèi,6
3041,方言,fāng yán,6
3042,方针,fāng zhēn,6
3043,防守,fáng shǒu,6
3044,防疫,fáng yì,6
3045,防御,fáng yù,6
3046,防止,fáng zhǐ,6
3047,防治,fáng zhì,6
3048,纺织,fǎng zhī,6
3049,放大,fàng dà,6
3050,放射,fàng shè,6
3051,放手,fàng shǒu,6
3052,非法,fēi fǎ,6
3053,飞禽走兽,fēi qín zǒu shòu,6
3054,飞翔,fēi xiáng,6
3055,飞跃,fēi yuè,6
3056,肥沃,féi wò,6
3057,诽谤,fěi bàng,6
3058,匪徒,fěi tú,6
3059,废除,fèi chú,6
3060,废墟,fèi xū,6
3061,沸腾,fèi téng,6
3062,分辨,fēn biàn,6
3063,分寸,fēn cùn,6
3064,分红,fēn hóng,6
3065,分解,fēn jiě,6
3066,分裂,fēn liè,6
3067,分泌,fēn mì,6
3068,分明,fēn míng,6
3069,分歧,fēn qí,6
3070,分散,fēn sàn,6
3071,分手,fēn shǒu,6
3072,吩咐,fēn fù,6
3073,坟墓,fén mù,6
3074,粉末,fěn mò,6
3075,粉色,fěn sè,6
3076,粉碎,fěn suì,6
3077,分量,fèn liang,6
3078,风暴,fēng bào,6
3079,风度,fēng dù,6
3080,风光,fēng guāng,6
3081,风气,fēng qì,6
3082,风趣,fēng qù,6
3083,风土人情,fēng tǔ rén qíng,6
3084,风味,fēng wèi,6
3085,封闭,fēng bì,6
3086,封建,fēng jiàn,6
3087,封锁,fēng suǒ,6
3088,丰满,fēng mǎn,6
3089,丰盛,fēng shèng,6
3090,丰收,fēng shōu,6
3091,锋利,fēng lì,6
3092,逢,féng,6
3093,奉献,fèng xiàn,6
3094,否决,fǒu jué,6
3095,夫妇,fū fù,6
3096,夫人,fū ren,6
3097,敷衍,fū yǎn,6
3098,幅度,fú dù,6
3099,服气,fú qì,6
3100,符号,fú hào,6
3101,福利,fú lì,6
3102,福气,fú qi,6
3103,俘虏,fú lǔ,6
3104,辐射,fú shè,6
3105,腐败,fǔ bài,6
3106,腐烂,fǔ làn,6
3107,腐蚀,fǔ shí,6
3108,腐朽,fǔ xiǔ,6
3109,辅助,fǔ zhù,6
3110,抚养,fǔ yǎng,6
3111,俯仰,fǔ yǎng,6
3112,富裕,fù yù,6
3113,副,fù,6
3114,副作用,fù zuò yòng,6
3115,负担,fù dān,6
3116,覆盖,fù gài,6
3117,附和,fù hè,6
3118,附件,fù jiàn,6
3119,附属,fù shǔ,6
3120,复活,fù huó,6
3121,复兴,fù xīng,6
3122,腹泻,fù xiè,6
3123,赋予,fù yǔ,6
3124,改良,gǎi liáng,6
3125,盖章,gài zhāng,6
3126,干旱,gān hàn,6
3127,干扰,gān rǎo,6
3128,干涉,gān shè,6
3129,干预,gān yù,6
3130,尴尬,gān gà,6
3131,甘心,gān xīn,6
3132,感慨,gǎn kǎi,6
3133,感染,gǎn rǎn,6
3134,干劲,gàn jìn,6
3135,纲领,gāng lǐng,6
3136,港口,gǎng kǒu,6
3137,港湾,gǎng wān,6
3138,岗位,gǎng wèi,6
3139,杠杆,gàng gǎn,6
3140,高超,gāo chāo,6
3141,高潮,gāo cháo,6
3142,高峰,gāo fēng,6
3143,高考,gāo kǎo,6
3144,高明,gāo míng,6
3145,高尚,gāo shàng,6
3146,高涨,gāo zhǎng,6
3147,稿件,gǎo jiàn,6
3148,告辞,gào cí,6
3149,告诫,gào jiè,6
3150,割,gē,6
3151,搁,gē,6
3152,疙瘩,gē da,6
3153,歌颂,gē sòng,6
3154,隔阂,gé hé,6
3155,隔离,gé lí,6
3156,格局,gé jú,6
3157,格式,gé shì,6
3158,个体,gè tǐ,6
3159,各抒己见,gè shū jǐ jiàn,6
3160,根深蒂固,gēn shēn dì gù,6
3161,根源,gēn yuán,6
3162,跟前,gēn qián,6
3163,跟随,gēn suí,6
3164,跟踪,gēn zōng,6
3165,耕地,gēng dì,6
3166,更新,gēng xīn,6
3167,更正,gēng zhèng,6
3168,公安局,gōng ān jú,6
3169,公道,gōng dao,6
3170,公告,gōng gào,6
3171,公关,gōng guān,6
3172,公民,gōng mín,6
3173,公婆,gōng pó,6
3174,公然,gōng rán,6
3175,公认,gōng rèn,6
3176,公式,gōng shì,6
3177,公务,gōng wù,6
3178,公正,gōng zhèng,6
3179,公证,gōng zhèng,6
3180,供不应求,gōng bù yìng qiú,6
3181,供给,gōng jǐ,6
3182,工夫,gōng fu,6
3183,工艺品,gōng yì pǐn,6
3184,宫殿,gōng diàn,6
3185,功课,gōng kè,6
3186,功劳,gōng láo,6
3187,功效,gōng xiào,6
3188,攻击,gōng jī,6
3189,攻克,gōng kè,6
3190,恭敬,gōng jìng,6
3191,巩固,gǒng gù,6
3192,共和国,gòng hé guó,6
3193,共计,gòng jì,6
3194,共鸣,gòng míng,6
3195,勾结,gōu jié,6
3196,钩子,gōu zi,6
3197,构思,gòu sī,6
3198,孤独,gū dú,6
3199,孤立,gū lì,6
3200,辜负,gū fù,6
3201,姑且,gū qiě,6
3202,古董,gǔ dǒng,6
3203,古怪,gǔ guài,6
3204,股东,gǔ dōng,6
3205,股份,gǔ fèn,6
3206,鼓动,gǔ dòng,6
3207,骨干,gǔ gàn,6
3208,固然,gù rán,6
3209,固有,gù yǒu,6
3210,固执,gù zhí,6
3211,顾虑,gù lǜ,6
3212,顾问,gù wèn,6
3213,故乡,gù xiāng,6
3214,故障,gù zhàng,6
3215,拐杖,guǎi zhàng,6
3216,关照,guān zhào,6
3217,官方,guān fāng,6
3218,观光,guān guāng,6
3219,管辖,guǎn xiá,6
3220,罐,guàn,6
3221,贯彻,guàn chè,6
3222,灌溉,guàn gài,6
3223,惯例,guàn lì,6
3224,光彩,guāng cǎi,6
3225,光辉,guāng huī,6
3226,光芒,guāng máng,6
3227,广阔,guǎng kuò,6
3228,规范,guī fàn,6
3229,规格,guī gé,6
3230,规划,guī huà,6
3231,规章,guī zhāng,6
3232,归根到底,guī gēn dào dǐ,6
3233,归还,guī huán,6
3234,归纳,guī nà,6
3235,轨道,guǐ dào,6
3236,跪,guì,6
3237,贵族,guì zú,6
3238,棍棒,gùn bàng,6
3239,国防,guó fáng,6
3240,国务院,Guó Wù Yuàn,6
3241,果断,guǒ duàn,6
3242,过度,guò dù,6
3243,过渡,guò dù,6
3244,过奖,guò jiǎng,6
3245,过滤,guò lǜ,6
3246,过失,guò shī,6
3247,过问,guò wèn,6
3248,过瘾,guò yǐn,6
3249,过于,guò yú,6
3250,嗨,hāi,6
3251,海拔,hǎi bá,6
3252,海滨,hǎi bīn,6
3253,含糊,hán hú,6
3254,含义,hán yì,6
3255,寒暄,hán xuān,6
3256,罕见,hǎn jiàn,6
3257,捍卫,hàn wèi,6
3258,航空,háng kōng,6
3259,航天,háng tiān,6
3260,航行,háng xíng,6
3261,行列,háng liè,6
3262,豪迈,háo mài,6
3263,毫米,háo mǐ,6
3264,毫无,háo wú,6
3265,号召,hào zhào,6
3266,耗费,hào fèi,6
3267,好客,hào kè,6
3268,呵,hē,6
3269,和蔼,hé ǎi,6
3270,和解,hé jiě,6
3271,和睦,hé mù,6
3272,和气,hé qi,6
3273,和谐,hé xié,6
3274,合并,hé bìng,6
3275,合成,hé chéng,6
3276,合乎,hé hū,6
3277,合伙,hé huǒ,6
3278,合身,hé shēn,6
3279,合算,hé suàn,6
3280,嘿,hēi,6
3281,痕迹,hén jì,6
3282,狠心,hěn xīn,6
3283,恨不得,hèn bu dé,6
3284,哼,hēng,6
3285,哄,hōng,6
3286,烘,hōng,6
3287,轰动,hōng dòng,6
3288,红包,hóng bāo,6
3289,宏观,hóng guān,6
3290,宏伟,hóng wěi,6
3291,洪水,hóng shuǐ,6
3292,喉咙,hóu lóng,6
3293,吼,hǒu,6
3294,后代,hòu dài,6
3295,后顾之忧,hòu gù zhī yōu,6
3296,后勤,hòu qín,6
3297,候选,hòu xuǎn,6
3298,忽略,hū lüè,6
3299,呼啸,hū xiào,6
3300,呼吁,hū yù,6
3301,胡乱,hú luàn,6
3302,湖泊,hú pō,6
3303,互联网,Hù lián wǎng,6
3304,花瓣,huā bàn,6
3305,华丽,huá lì,6
3306,华侨,huá qiáo,6
3307,画蛇添足,huà shé tiān zú,6
3308,化肥,huà féi,6
3309,化石,huà shí,6
3310,化验,huà yàn,6
3311,化妆,huà zhuāng,6
3312,划分,huà fēn,6
3313,话筒,huà tǒng,6
3314,怀孕,huái yùn,6
3315,欢乐,huān lè,6
3316,还原,huán yuán,6
3317,环节,huán jié,6
3318,缓和,huǎn hé,6
3319,患者,huàn zhě,6
3320,荒凉,huāng liáng,6
3321,荒谬,huāng miù,6
3322,荒唐,huāng táng,6
3323,慌忙,huāng máng,6
3324,黄昏,huáng hūn,6
3325,恍然大悟,huǎng rán dà wù,6
3326,挥霍,huī huò,6
3327,辉煌,huī huáng,6
3328,回报,huí bào,6
3329,回避,huí bì,6
3330,回顾,huí gù,6
3331,回收,huí shōu,6
3332,悔恨,huǐ hèn,6
3333,毁灭,huǐ miè,6
3334,会晤,huì wù,6
3335,汇报,huì bào,6
3336,贿赂,huì lù,6
3337,昏迷,hūn mí,6
3338,浑身,hún shēn,6
3339,混合,hùn hé,6
3340,混乱,hùn luàn,6
3341,混淆,hùn xiáo,6
3342,混浊,hùn zhuó,6
3343,活该,huó gāi,6
3344,活力,huó lì,6
3345,火箭,huǒ jiàn,6
3346,火焰,huǒ yàn,6
3347,火药,huǒ yào,6
3348,货币,huò bì,6
3349,或许,huò xǔ,6
3350,基地,jī dì,6
3351,基金,jī jīn,6
3352,基因,jī yīn,6
3353,机动,jī dòng,6
3354,机构,jī gòu,6
3355,机关,jī guān,6
3356,机灵,jī líng,6
3357,机密,jī mì,6
3358,机械,jī xiè,6
3359,机遇,jī yù,6
3360,机智,jī zhì,6
3361,激发,jī fā,6
3362,激励,jī lì,6
3363,激情,jī qíng,6
3364,饥饿,jī è,6
3365,讥笑,jī xiào,6
3366,极端,jí duān,6
3367,极限,jí xiàn,6
3368,即便,jí biàn,6
3369,即将,jí jiāng,6
3370,级别,jí bié,6
3371,疾病,jí bìng,6
3372,嫉妒,jí dù,6
3373,及早,jí zǎo,6
3374,急功近利,jí gōng jìn lì,6
3375,急剧,jí jù,6
3376,急切,jí qiè,6
3377,急于求成,jí yú qiú chéng,6
3378,急躁,jí zào,6
3379,籍贯,jí guàn,6
3380,集团,jí tuán,6
3381,吉祥,jí xiáng,6
3382,给予,jǐ yǔ,6
3383,寄托,jì tuō,6
3384,继承,jì chéng,6
3385,继往开来,jì wǎng kāi lái,6
3386,记性,jì xìng,6
3387,记载,jì zǎi,6
3388,季度,jì dù,6
3389,季军,jì jūn,6
3390,计较,jì jiào,6
3391,忌讳,jì huì,6
3392,寂静,jì jìng,6
3393,纪要,jì yào,6
3394,技能,jì néng,6
3395,技巧,jì qiǎo,6
3396,迹象,jì xiàng,6
3397,家常,jiā cháng,6
3398,家伙,jiā huo,6
3399,家属,jiā shǔ,6
3400,家喻户晓,jiā yù hù xiǎo,6
3401,加工,jiā gōng,6
3402,加剧,jiā jù,6
3403,佳肴,jiā yáo,6
3404,夹杂,jiā zá,6
3405,假设,jiǎ shè,6
3406,假使,jiǎ shǐ,6
3407,坚定,jiān dìng,6
3408,坚固,jiān gù,6
3409,坚韧,jiān rèn,6
3410,坚实,jiān shí,6
3411,坚硬,jiān yìng,6
3412,监督,jiān dū,6
3413,监视,jiān shì,6
3414,监狱,jiān yù,6
3415,尖端,jiān duān,6
3416,艰难,jiān nán,6
3417,兼职,jiān zhí,6
3418,拣,jiǎn,6
3419,剪彩,jiǎn cǎi,6
3420,检讨,jiǎn tǎo,6
3421,检验,jiǎn yàn,6
3422,简化,jiǎn huà,6
3423,简陋,jiǎn lòu,6
3424,简体字,jiǎn tǐ zì,6
3425,简要,jiǎn yào,6
3426,溅,jiàn,6
3427,鉴别,jiàn bié,6
3428,鉴定,jiàn dìng,6
3429,鉴于,jiàn yú,6
3430,间谍,jiàn dié,6
3431,间隔,jiàn gé,6
3432,间接,jiàn jiē,6
3433,见多识广,jiàn duō shí guǎng,6
3434,见解,jiàn jiě,6
3435,见闻,jiàn wén,6
3436,见义勇为,jiàn yì yǒng wéi,6
3437,健全,jiàn quán,6
3438,践踏,jiàn tà,6
3439,舰艇,jiàn tǐng,6
3440,将近,jiāng jìn,6
3441,将军,jiāng jūn,6
3442,僵硬,jiāng yìng,6
3443,桨,jiǎng,6
3444,奖励,jiǎng lì,6
3445,奖赏,jiǎng shǎng,6
3446,降临,jiàng lín,6
3447,交叉,jiāo chā,6
3448,交代,jiāo dài,6
3449,交涉,jiāo shè,6
3450,交往,jiāo wǎng,6
3451,交易,jiāo yì,6
3452,焦点,jiāo diǎn,6
3453,焦急,jiāo jí,6
3454,娇气,jiāo qì,6
3455,角落,jiǎo luò,6
3456,搅拌,jiǎo bàn,6
3457,缴纳,jiǎo nà,6
3458,教养,jiào yǎng,6
3459,较量,jiào liàng,6
3460,皆,jiē,6
3461,接连,jiē lián,6
3462,阶层,jiē céng,6
3463,揭发,jiē fā,6
3464,揭露,jiē lù,6
3465,节奏,jié zòu,6
3466,杰出,jié chū,6
3467,结晶,jié jīng,6
3468,结局,jié jú,6
3469,结算,jié suàn,6
3470,竭尽全力,jié jìn quán lì,6
3471,截至,jié zhì,6
3472,解除,jiě chú,6
3473,解雇,jiě gù,6
3474,解剖,jiě pōu,6
3475,解散,jiě sàn,6
3476,解体,jiě tǐ,6
3477,借鉴,jiè jiàn,6
3478,借助,jiè zhù,6
3479,戒备,jiè bèi,6
3480,界限,jiè xiàn,6
3481,津津有味,jīn jīn yǒu wèi,6
3482,金融,jīn róng,6
3483,紧密,jǐn mì,6
3484,紧迫,jǐn pò,6
3485,尽快,jǐn kuài,6
3486,锦绣前程,jǐn xiù qián chéng,6
3487,进而,jìn ér,6
3488,进攻,jìn gōng,6
3489,进化,jìn huà,6
3490,进展,jìn zhǎn,6
3491,近来,jìn lái,6
3492,近视,jìn shì,6
3493,浸泡,jìn pào,6
3494,晋升,jìn shēng,6
3495,劲头,jìn tóu,6
3496,茎,jīng,6
3497,精打细算,jīng dǎ xì suàn,6
3498,精华,jīng huá,6
3499,精简,jīng jiǎn,6
3500,精密,jīng mì,6
3501,精确,jīng què,6
3502,精通,jīng tōng,6
3503,精心,jīng xīn,6
3504,精益求精,jīng yì qiú jīng,6
3505,精致,jīng zhì,6
3506,经费,jīng fèi,6
3507,经商,jīng shāng,6
3508,经纬,jīng wěi,6
3509,惊动,jīng dòng,6
3510,惊奇,jīng qí,6
3511,惊讶,jīng yà,6
3512,兢兢业业,jīng jīng yè yè,6
3513,井,jǐng,6
3514,警告,jǐng gào,6
3515,警惕,jǐng tì,6
3516,颈椎,jǐng zhuī,6
3517,敬礼,jìng lǐ,6
3518,境界,jìng jiè,6
3519,竞赛,jìng sài,6
3520,竞选,jìng xuǎn,6
3521,镜头,jìng tóu,6
3522,纠纷,jiū fēn,6
3523,纠正,jiū zhèng,6
3524,酒精,jiǔ jīng,6
3525,救济,jiù jì,6
3526,就近,jiù jìn,6
3527,就业,jiù yè,6
3528,就职,jiù zhí,6
3529,鞠躬,jū gōng,6
3530,拘留,jū liú,6
3531,拘束,jū shù,6
3532,居住,jū zhù,6
3533,局部,jú bù,6
3534,局面,jú miàn,6
3535,局势,jú shì,6
3536,局限,jú xiàn,6
3537,举动,jǔ dòng,6
3538,举世闻名,jǔ shì wén míng,6
3539,举世瞩目,jǔ shì zhǔ mù,6
3540,举足轻重,jǔ zú qīng zhòng,6
3541,咀嚼,jǔ jué,6
3542,沮丧,jǔ sàng,6
3543,剧本,jù běn,6
3544,剧烈,jù liè,6
3545,聚精会神,jù jīng huì shén,6
3546,据悉,jù xī,6
3547,决策,jué cè,6
3548,觉悟,jué wù,6
3549,觉醒,jué xǐng,6
3550,绝望,jué wàng,6
3551,军队,jūn duì,6
3552,卡通,kǎ tōng,6
3553,开采,kāi cǎi,6
3554,开除,kāi chú,6
3555,开阔,kāi kuò,6
3556,开朗,kāi lǎng,6
3557,开明,kāi míng,6
3558,开辟,kāi pì,6
3559,开水,kāi shuǐ,6
3560,开拓,kāi tuò,6
3561,开展,kāi zhǎn,6
3562,开支,kāi zhī,6
3563,刊登,kān dēng,6
3564,刊物,kān wù,6
3565,勘探,kān tàn,6
3566,看待,kàn dài,6
3567,看望,kàn wàng,6
3568,慷慨,kāng kǎi,6
3569,扛,káng,6
3570,考察,kǎo chá,6
3571,考古,kǎo gǔ,6
3572,考核,kǎo hé,6
3573,考验,kǎo yàn,6
3574,靠拢,kào lǒng,6
3575,磕,kē,6
3576,颗粒,kē lì,6
3577,科目,kē mù,6
3578,渴望,kě wàng,6
3579,可观,kě guān,6
3580,可口,kě kǒu,6
3581,可恶,kě wù,6
3582,可笑,kě xiào,6
3583,可行,kě xíng,6
3584,刻不容缓,kè bù róng huǎn,6
3585,课题,kè tí,6
3586,客户,kè hù,6
3587,啃,kěn,6
3588,恳切,kěn qiè,6
3589,坑,kēng,6
3590,空洞,kōng dòng,6
3591,空前绝后,kōng qián jué hòu,6
3592,空想,kōng xiǎng,6
3593,空虚,kōng xū,6
3594,孔,kǒng,6
3595,恐吓,kǒng hè,6
3596,恐惧,kǒng jù,6
3597,空白,kòng bái,6
3598,空隙,kòng xì,6
3599,口气,kǒu qì,6
3600,口腔,kǒu qiāng,6
3601,口头,kǒu tóu,6
3602,口音,kǒu yīn,6
3603,枯竭,kū jié,6
3604,枯燥,kū zào,6
3605,苦尽甘来,kǔ jìn gān lái,6
3606,挎,kuà,6
3607,跨,kuà,6
3608,快活,kuài huo,6
3609,宽敞,kuān chang,6
3610,款待,kuǎn dài,6
3611,款式,kuǎn shì,6
3612,筐,kuāng,6
3613,旷课,kuàng kè,6
3614,框架,kuàng jià,6
3615,况且,kuàng qiě,6
3616,亏待,kuī dài,6
3617,亏损,kuī sǔn,6
3618,昆虫,kūn chóng,6
3619,捆绑,kǔn bǎng,6
3620,扩充,kuò chōng,6
3621,扩散,kuò sàn,6
3622,扩张,kuò zhāng,6
3623,喇叭,lǎ ba,6
3624,啦,la,6
3625,来历,lái lì,6
3626,来源,lái yuán,6
3627,栏目,lán mù,6
3628,懒惰,lǎn duò,6
3629,狼狈,láng bèi,6
3630,朗读,lǎng dú,6
3631,捞,lāo,6
3632,唠叨,láo dao,6
3633,牢固,láo gù,6
3634,牢骚,láo sāo,6
3635,乐趣,lè qù,6
3636,乐意,lè yì,6
3637,雷达,léi dá,6
3638,类似,lèi sì,6
3639,冷淡,lěng dàn,6
3640,冷酷,lěng kù,6
3641,冷却,lěng què,6
3642,愣,lèng,6
3643,黎明,lí míng,6
3644,里程碑,lǐ chéng bēi,6
3645,礼节,lǐ jié,6
3646,理睬,lǐ cǎi,6
3647,理所当然,lǐ suǒ dāng rán,6
3648,理直气壮,lǐ zhí qì zhuàng,6
3649,理智,lǐ zhì,6
3650,立场,lì chǎng,6
3651,立交桥,lì jiāo qiáo,6
3652,立体,lì tǐ,6
3653,立足,lì zú,6
3654,历代,lì dài,6
3655,历来,lì lái,6
3656,利害,lì hài,6
3657,利率,lì lǜ,6
3658,力所能及,lì suǒ néng jí,6
3659,力图,lì tú,6
3660,力争,lì zhēng,6
3661,例外,lì wài,6
3662,连年,lián nián,6
3663,连锁,lián suǒ,6
3664,连同,lián tóng,6
3665,联欢,lián huān,6
3666,联络,lián luò,6
3667,联盟,lián méng,6
3668,联想,lián xiǎng,6
3669,廉洁,lián jié,6
3670,良心,liáng xīn,6
3671,晾,liàng,6
3672,谅解,liàng jiě,6
3673,辽阔,liáo kuò,6
3674,列举,liè jǔ,6
3675,淋,lín,6
3676,临床,lín chuáng,6
3677,吝啬,lìn sè,6
3678,零星,líng xīng,6
3679,凌晨,líng chén,6
3680,灵感,líng gǎn,6
3681,灵魂,líng hún,6
3682,灵敏,líng mǐn,6
3683,伶俐,líng lì,6
3684,领会,lǐng huì,6
3685,领事馆,lǐng shì guǎn,6
3686,领土,lǐng tǔ,6
3687,领悟,lǐng wù,6
3688,领先,lǐng xiān,6
3689,领袖,lǐng xiù,6
3690,溜,liū,6
3691,留恋,liú liàn,6
3692,留念,liú niàn,6
3693,留神,liú shén,6
3694,流浪,liú làng,6
3695,流露,liú lù,6
3696,流氓,liú máng,6
3697,流通,liú tōng,6
3698,聋哑,lóng yǎ,6
3699,隆重,lóng zhòng,6
3700,垄断,lǒng duàn,6
3701,笼罩,lǒng zhào,6
3702,搂,lǒu,6
3703,炉灶,lú zào,6
3704,轮船,lún chuán,6
3705,轮廓,lún kuò,6
3706,轮胎,lún tāi,6
3707,论坛,lùn tán,6
3708,论证,lùn zhèng,6
3709,啰唆,luō suō,6
3710,螺丝钉,luó sī dīng,6
3711,落成,luò chéng,6
3712,落实,luò shí,6
3713,络绎不绝,luò yì bù jué,6
3714,屡次,lǚ cì,6
3715,履行,lǚ xíng,6
3716,掠夺,lüè duó,6
3717,略微,lüè wēi,6
3718,麻痹,má bì,6
3719,麻木,má mù,6
3720,麻醉,má zuì,6
3721,码头,mǎ tóu,6
3722,嘛,ma,6
3723,埋伏,mái fú,6
3724,埋没,mái mò,6
3725,埋葬,mái zàng,6
3726,迈,mài,6
3727,脉搏,mài bó,6
3728,埋怨,mán yuàn,6
3729,慢性,màn xìng,6
3730,漫长,màn cháng,6
3731,漫画,màn huà,6
3732,蔓延,màn yán,6
3733,忙碌,máng lù,6
3734,茫茫,máng máng,6
3735,茫然,máng rán,6
3736,盲目,máng mù,6
3737,冒充,mào chōng,6
3738,茂盛,mào shèng,6
3739,枚,méi,6
3740,没辙,méi zhé,6
3741,媒介,méi jiè,6
3742,媒体,méi tǐ,6
3743,美观,měi guān,6
3744,美满,měi mǎn,6
3745,美妙,měi miào,6
3746,门诊,mén zhěn,6
3747,蒙,méng,6
3748,萌芽,méng yá,6
3749,猛烈,měng liè,6
3750,梦想,mèng xiǎng,6
3751,眯,mī,6
3752,弥补,mí bǔ,6
3753,弥漫,mí màn,6
3754,迷惑,mí huo,6
3755,迷人,mí rén,6
3756,迷失,mí shī,6
3757,迷信,mí xìn,6
3758,密度,mì dù,6
3759,密封,mì fēng,6
3760,免得,miǎn de,6
3761,免疫,miǎn yì,6
3762,勉励,miǎn lì,6
3763,勉强,miǎn qiǎng,6
3764,面貌,miàn mào,6
3765,面子,miàn zi,6
3766,描绘,miáo huì,6
3767,渺小,miǎo xiǎo,6
3768,蔑视,miè shì,6
3769,灭亡,miè wáng,6
3770,民间,mín jiān,6
3771,民用,mín yòng,6
3772,敏感,mǐn gǎn,6
3773,敏捷,mǐn jié,6
3774,敏锐,mǐn ruì,6
3775,明明,míng míng,6
3776,名次,míng cì,6
3777,名额,míng é,6
3778,名副其实,míng fù qí shí,6
3779,名誉,míng yù,6
3780,命名,mìng míng,6
3781,摸索,mō suo,6
3782,膜,mó,6
3783,摩擦,mó cā,6
3784,磨合,mó hé,6
3785,模范,mó fàn,6
3786,模式,mó shì,6
3787,模型,mó xíng,6
3788,魔鬼,mó guǐ,6
3789,魔术,mó shù,6
3790,抹杀,mǒ shā,6
3791,莫名其妙,mò míng qí miào,6
3792,默默,mò mò,6
3793,墨水儿,mò shuǐ r,6
3794,谋求,móu qiú,6
3795,模样,mú yàng,6
3796,母语,mǔ yǔ,6
3797,目睹,mù dǔ,6
3798,目光,mù guāng,6
3799,沐浴,mù yù,6
3800,拿手,ná shǒu,6
3801,纳闷儿,nà mèn r,6
3802,耐用,nài yòng,6
3803,难得,nán dé,6
3804,难堪,nán kān,6
3805,难免,nán miǎn,6
3806,难能可贵,nán néng kě guì,6
3807,恼火,nǎo huǒ,6
3808,内涵,nèi hán,6
3809,内幕,nèi mù,6
3810,内在,nèi zài,6
3811,能量,néng liàng,6
3812,嗯,en,6
3813,拟定,nǐ dìng,6
3814,年度,nián dù,6
3815,捏,niē,6
3816,拧,níng,6
3817,凝固,níng gù,6
3818,凝聚,níng jù,6
3819,凝视,níng shì,6
3820,宁肯,nìng kěn,6
3821,宁愿,nìng yuàn,6
3822,纽扣儿,niǔ kòu ér,6
3823,扭转,niǔ zhuǎn,6
3824,浓厚,nóng hòu,6
3825,农历,nóng lì,6
3826,奴隶,nú lì,6
3827,挪,nuó,6
3828,虐待,nüè dài,6
3829,哦,ò,6
3830,殴打,ōu dǎ,6
3831,欧洲,Oū zhōu,6
3832,呕吐,ǒu tù,6
3833,趴,pā,6
3834,排斥,pái chì,6
3835,排除,pái chú,6
3836,排放,pái fàng,6
3837,徘徊,pái huái,6
3838,派别,pài bié,6
3839,派遣,pài qiǎn,6
3840,攀登,pān dēng,6
3841,盘旋,pán xuán,6
3842,畔,pàn,6
3843,判决,pàn jué,6
3844,庞大,páng dà,6
3845,抛弃,pāo qì,6
3846,泡沫,pào mò,6
3847,培训,péi xùn,6
3848,培育,péi yù,6
3849,配备,pèi bèi,6
3850,配偶,pèi ǒu,6
3851,配套,pèi tào,6
3852,盆地,pén dì,6
3853,烹饪,pēng rèn,6
3854,捧,pěng,6
3855,劈,pī,6
3856,批发,pī fā,6
3857,批判,pī pàn,6
3858,疲惫,pí bèi,6
3859,疲倦,pí juàn,6
3860,皮革,pí gé,6
3861,屁股,pì gu,6
3862,譬如,pì rú,6
