definition_id,pinyin_id,definition_sn,definition_cn,definition_en,definition_img
154112,15411,2,饱满,full; plump,
154113,15411,3,足足地;充分,fully; to the full,
154114,15411,4,满足,satisfy,
154115,15411,5,中饱,embezzle,
154211,15421,1,随风摇动或飞扬,wave or flutter (in the wind),
154212,15421,2,"形容腿部发软,走路不稳",walk unsteadily due to a weakness in the legs,
154213,15421,3,轻浮;不塌实,giddy; anxious,
154311,15431,1,香,fragrant; sweet-smelling,
154312,15431,2,花卉,flowers and grass,
154313,15431,3,美好的(德行、名声),good (conduct or reputation); virtuous,
154314,15431,4,〈书fml.〉〈敬辞pol.〉用于对方或跟对方有关的事物,[referring to things related to one's counterpart],
154315,15431,5,(Fāng)姓。,a surname,
154411,15441,1,肌肉,muscle,
154511,15451,1,伸展;宽解(拘束或憋闷状态),stretch; unfold; spread; smooth out,
154512,15451,2,〈书fml.〉缓慢;从容,easy; leisurely,
154513,15451,3,(Shū)姓。,a surname,
154611,15461,1,爱惜,value; cherish; treasure; use sparingly,
154612,15461,2,可惜;惋惜,regret,
154613,15461,3,吝惜;舍不得,grudge; stint,
154711,15471,1,跟死了人有关的(事情),funeral; mourning,
154721,15472,1,丧失,lose; be bereaved,
154811,15481,1,(～ㄦ,dǔr,
154821,15482,1,(～ㄦ,dùr,
154911,15491,1,浇;灌溉,water; irrigate,
154912,15491,2,倒进去或装进去(多指液体、气体或颗粒状物体,"oft. of liquid, air or granule",
154913,15491,3,指录音,"record (sound, music, etc. on a tape or disc)",
155011,15501,1,向下按;压制,press down; restrain; repress; curb,
155012,15501,2,"表示选择,相当于‘或是’、‘还是’",[indicating a choice] or,
155013,15501,3,"表示转折,相当于‘可是’、‘但是’、‘然而’",[indicating a turn] but; however,
155014,15501,4,"表示递进,相当于‘而且’",[indicating progressive advance] moreover; besides,
155111,15511,1,(鸟兽或昆虫)叫,"(of bird, animal or insect) chirp; cry",
155112,15511,2,发出声音;使发出声音,ring; make a sound,
155113,15511,3,表达;发表(情感、意见、主张),"air; express (feelings, complaints, opinions)",
155211,15521,1,优美的语言;文辞;言辞,refined language; diction; wording,
155212,15521,2,古典文学的一种体裁,genre of classical literature,
155213,15521,3,古体诗的一种,a type of classical poetry,
155214,15521,4,告别,take leave,
155215,15521,5,辞职,resign,
155216,15521,6,辞退;解雇,dismiss; lay off,
155217,15521,7,躲避;推托,elude; shirk,
155311,15531,1,指古往今来的时间。,"time conceived as past, present and future",
155312,15531,2,"地质年代分期的最高一级,跟宙相应的年代地层单位叫做宇。","aeon; eon; highest order of geological time division, with eonothem being the corresponding division in chronostratigrapby",
155411,15541,1,住处接近的人家,neighbour; those who live close by,
155412,15541,2,邻接的;邻近的,neighbouring; adjacent; close; near,
155413,15541,3,〈古代arch.〉五家为邻。,administrative unit composed of five households,
155511,15551,1,兴旺;兴盛,prosperous; flourishing,
155512,15551,2,〈书fml.〉正当(dàng);美好,proper; fair; fair and proper,
155513,15551,3,(Chāng)姓。,a surname,
155611,15561,1,用笤帚、扫帚除去尘土、垃圾等,"sweep away dust, garbage, etc. with a broom or whisk",
155612,15561,2,除去;消灭,wipe out,
155613,15561,3,很快地左右移动,move right and left quickly; sweep across,
155614,15561,4,归拢在一起,put together,
155621,15562,1,"义同‘扫’(sǎo),用于‘扫帚’、‘扫把’等。","same in meaning as 扫sǎo(sweep), used in 扫帚sào·zhou or 扫把sàobǎ, which both mean broom",
155711,15571,1,依赖;依靠,hinge on; depend on,
155712,15571,2,指无赖,rascally; shameless,
155713,15571,3,留在某处不肯走开,outstay one's welcome or hospitality; hang on in a place,
155714,15571,4,不承认自己的错误或责任;抵赖,deny one's error or responsibility; go back on one's word,
155715,15571,5,硬说别人有错误;诬赖,accuse sb. of doing sth. fraudulently; frame sb. up,
155716,15571,6,责怪,blame,
155717,15571,7,(Lài)姓。,a surname,
155718,15571,8,不好;坏,no good; poor,
155811,15581,1,泉水,spring,
155812,15581,2,泉眼。,mouth of a spring,
155813,15581,3,钱币的古称,name for ancient coin,
155814,15581,4,(Quán)姓。,a surname,
155911,15591,1,"消化器官的一部分,形状像管子,上端连胃,下端通肛门。分为小肠、大肠两部分,起消化和吸收作用。","intestine; part of the digestive organ resembling a tube connecting the stomach with the anus, divided into two parts, the small intestine and the large intestine, whose function is to digest food and absorb nourishment;",
155912,15591,2,(～ㄦ,chángr,
156011,15601,1,"哺乳动物的一科,种类很多,一般的身体小,尾巴长,门齿很发达,没有犬齿,毛褐色或黑色,繁殖力很强,有的能传播鼠疫。通称老鼠,有的地区叫耗子。","mouse; rat; any of numerous mammals of the family Muridae, with a small body, elongated tail, brown or black hair, and well-developed fore teeth but no canine teeth, and having a strong reproductive capacity, some varieties acting as vectors of plague; generally known as 老鼠lǎoshǔ; also called 耗子hào·zi in some regions",
156111,15611,1,以手牵引,pull by hand; hold,
156112,15611,2,引用,quote; cite,
156113,15611,3,援助,support; aid; help; assist; rescue,
156211,15621,1,"写字绘画的用品,是用煤烟或松烟等制成的黑色块状物,间或有用其他材料制成别种颜色的,也指用墨和水研出来的汁","China (or Chinese) ink; ink stick; black stick made of coal soot or burned pine soot for writing, painting, etc., occasionally of other materials for different colours",
156212,15621,2,泛指写字、绘画或印刷用的某种颜料,(in a broad sense) pigment; ink,
156213,15621,3,借指写的字和画的画,handwriting or painting,
156214,15621,4,〈比喻fig.〉学问或读书识字的能力,learning or the ability to read,
156215,15621,5,"木工打直线用的墨线,借指规矩、准则",carpenter's line marker; rules and regulations,
156216,15621,6,黑,black; pitch-dark,
156217,15621,7,〈书fml.〉贪污,corruption; graft; embezzlement,
156218,15621,8,"古代的一种刑罚,刺面或额,染上黑色,作为标记。",tattooing the face and painting it black (a punishment in ancient China);,
156219,15621,9,(Mò)指墨家。,Mohist school,
156220,15621,10,(Mò)姓。,a surname,
156221,15621,11,指墨西哥,Mexico,
156311,15631,1,〈方dial.〉什么,what; why; how come,
156411,15641,1,指吉利,auspicious; lucky,
156412,15641,2,(Xiáng)姓。,a surname,
156511,15651,1,储藏;存放,store; stockpile,
156512,15651,2,已经确定为继承皇位等最高统治权的人,person designated as the successor to the throne,
156513,15651,3,(Chǔ)姓。,a surname,
156611,15661,1,姓。,a surname,
156711,15671,1,用刀、剪等把片状物分成若干部分,"cut (paper, cloth, etc.) into parts with a knife or scissors",
156712,15671,2,整张纸分成的相等的若干份;,division of standard-size printing paper; same as,
156713,15671,3,把不用的或多余的去掉;削减,reduce by paring off a useless or unnecessary part or parts; cut down; reduce; lessen; curtail,
156714,15671,4,安排取舍(多用于文学艺术,oft. for literary or art works,
156715,15671,5,文章的体制、格式,"style, form of writing",
156716,15671,6,衡量;判断,judge; adjudicate; arbitrate,
156717,15671,7,控制;抑止,check; sanction,
156811,15681,1,给;献给(多指对上级或长辈,oft. to superiors or elders,
156812,15681,2,接受(多指上级或长辈的,"orders, etc. from superiors or elders",
156813,15681,3,尊重,esteem; revere; regard with respect,
156814,15681,4,信仰,believe in; espouse (religion),
156815,15681,5,侍候,wait upon; attend to,
156816,15681,6,〈敬辞pol.〉用于自己的举动涉及对方时,[used for one's actions that affect others],
156817,15681,7,(Fèng)姓。,a surname,
156911,15691,1,〈书fml.〉辅助;教导。,teach; instruct,
156912,15691,2,负责教导或传授技艺的人,teacher; instructor,
156913,15691,3,(Fù)姓。,a surname,
156914,15691,4,附着;加上,attach; stick to; adhere to,
156915,15691,5,涂抹;搽,apply; lay on,
157011,15701,1,容貌,looks; appearance,
157012,15701,2,姿势,gesture; bearing; carriage; posture,
157111,15711,1,(用土、沙、雪、落叶等)盖住,"cover up (with earth, sand, snow, fallen leaves, etc.); bury",
157112,15711,2,藏;隐没,hide; conceal,
157121,15712,1,[埋怨](mányuàn)因为事情不如意而对自己认为原因所在的人或事物表示不满,complain; grumble; express displeasure at the cause of one's dissatisfaction,
157211,15721,1,"地积单位,10分等于1亩,100亩等于1顷。现用市亩,1市亩等于60平方丈,合666.7平方米。","mu, unit of l and measure; 10 fen equal 1 mu; 100 mu equal 1 qing; currently called shimu, 1 shimu equals 60 square zhang or 666.7 square metres",
157311,15731,1,如同,just as; like,
157312,15731,2,还;尚且,still,
157411,15741,1,"葫芦科植物,茎蔓生,叶子像手掌,花多是黄色,果实可以吃。种类很多,如西瓜、南瓜、冬瓜、黄瓜等。","melon, gourd, etc.; any trailing or climbing plant of the gourd family with palm-like leaves, yellow flowers and edible fruits, including melons, pumpkins, cucumbers, winter melons, etc.",
157412,15741,2,这种植物的果实。,fruits of such plants,
157511,15751,1,上下牙齿用力对着(大多为了夹物体或使物体的一部分从整体分离,mostly to catch things or tear a part off a whole being,
157512,15751,2,钳子等夹住或齿轮、螺丝等互相卡住,"(of gears, screws, etc.) bite; catch; (of pincers) grip",
157513,15751,3,(狗)叫,(of dogs) bark,
157514,15751,4,受责难或审讯时牵扯别人(多指无辜的),incriminate sb. (oft. innocent) when blamed or interrogated,
157515,15751,5,〈方dial.〉油漆等使皮肤、衣物损伤,"corrode (metals); (of paint, etc.) irritate (the skin); damage clothes",
157516,15751,6,正确地念出(字的音);过分地计较(字句的意义),pronounce; articulate; be nitpicking (about the use of words),
157517,15751,7,追赶进逼;紧跟不放,close in on; advance on; press on towards,
157611,15761,1,同same as‘黏’,nián,
157612,15761,2,(Nián)姓。,a surname,
157621,15762,1,黏的东西附着在物体上或者互相连接,glue; stick; paste; (of a sticky substance) cling to an object; be joined to sth.,
157622,15762,2,用黏的东西使物件连接起来,glue; join or connect objects with a sticky substance,
157711,15771,1,植物刚长出来的可以发育成茎、叶或花的部分,sprout; shoot,
157712,15771,2,形状像芽的东西,sth. that looks like a sprout,
157811,15781,1,使东西从嘴里出来,spit; force sth. out of one's mouth,
157812,15781,2,从口ㄦ或缝ㄦ里长出来或露出来,emit; put forth; send out; grow or expose from an opening or a seam,
157813,15781,3,说出来,say; tell; speak out; pour out,
157821,15782,1,(消化道或呼吸道里的东西)不自主地从嘴里涌出,vomit; retch; throw up; (of things in the digestive or respiratory tract) gush out from the mouth despite oneself,
157822,15782,2,〈比喻fig.〉被迫退还侵占的财物。,disgorge; cough up; give up unwillingly; be forced to relinquish the properties occupied by force,
157911,15791,1,哥哥,elder brother,
157912,15791,2,子孙;后嗣,offspring; descendant,
158011,15801,1,[估衣](gù·yi)出售的旧衣服或原料较次、加工较粗的新衣服,second-hand clothes or new clothes poorly tailored and made of inferior material,
158021,15802,1,估计;揣测,estimate; appraise; guess,
158111,15811,1,租用,rent; hire; charter,
158112,15811,2,出租,rent out; let out; lease,
158113,15811,3,出租所收取的金钱或实物,rent; money or kind received from sth. rented,
158114,15811,4,〈旧指old〉田赋,land tax,
158211,15821,1,"盛饮食的器具,口大底小,一般是圆形的。","bowl; hemispherical vessel with a wide opening and a small bottom, used for holding food",
158212,15821,2,像碗的东西,sth. bowl-like,
158311,15831,1,same as路轨,lùguǐ,
158312,15831,2,same as轨道,guǐdào,
158313,15831,3,〈比喻fig.〉办法、规矩、秩序等,course; way; rule; order,
158314,15831,4,〈书fml.〉依照;遵循,abide by; adhere to; follow,
158411,15841,1,"一年生草本植物,叶子狭长,花白色或绿色。子实叫稻谷,去壳后叫大米。是我国重要的粮食作物。主要分水稻和陆稻两大类。通常指水稻。","rice (Oryza sativa); annual plant with long leaves and white or green flowers, whose seed is called rice or paddy. An important grain crop in China, rice is roughly classified into paddy rice and dry rice, but the term generally refers to paddy rice.",
158412,15841,2,这种植物的子实。,seeds of rice,
158511,15851,1,提网的总绳(多用于比喻,oft. in a figurative way,
158512,15851,2,〈比喻fig.〉事物最主要的部分(多指文件或言论,usu. for a document or speech,
158513,15851,3,"生物学中把同一门的生物按照彼此相似的特征和亲缘关系再分为若干群,每一群叫一纲,如苔藓植物门分为苔纲和藓纲,脊椎动物亚门分为鱼、鸟、哺乳等纲。纲以下为目。","(biol.) class; major category in biological taxonomy, e.g. the class of mammals",
158514,15851,4,〈旧时old〉成批运输货物的组织,"transportation gang, esp. one transporting large quantities of goods under convoy",
158611,15861,1,需要出劳力的事,labour; service,
158612,15861,2,兵役,military service,
158613,15861,3,役使,use as a servant,
158614,15861,4,〈旧时old〉指供使唤的人,servant,
158615,15861,5,战争;战役,battle; campaign,
158711,15871,1,〈书fml.〉旺盛,vigorous; thriving; flourishing,
158811,15881,1,破坏;糟蹋,damage; sabotage; demolish; ruin; lay waste to,
158812,15881,2,烧掉,burn away; burn off; burn out; burn up,
158813,15881,3,毁谤;说别人坏话,slander; smear; vilify; obloquy; sling mud on sb.; speak ill of others,
158814,15881,4,〈方dial.〉把成件的旧东西改成别的东西(多指衣服,oft. clothes,
158911,15891,1,某些固体物质组织破坏或水分增加后松软,soft; mashed; pappy,
158912,15891,2,腐烂,rot; decompose,
158913,15891,3,破碎;破烂,tattered; worn out,
158914,15891,4,头绪乱,chaotic; disordered; messy,
158915,15891,5,表示程度极深,thoroughly; utterly,
159011,15901,1,天刚黑的时候;黄昏,dusk; twilight,
159012,15901,2,黑暗;模糊,dark; dim; vague,
159013,15901,3,头脑迷糊;神志不清,muddled; confused,
159014,15901,4,失去知觉,lose consciousness,
159111,15911,1,见see【黑咕隆咚】,hēi·gulōngdōng,
159121,15912,1,盛大,grand; magnificent,
159122,15912,2,兴盛,prosperous; thriving,
159123,15912,3,深厚;程度深,profound; intense; deep,
159124,15912,4,凸出,swell; bulge,
159125,15912,5,(Lóng)姓。,a surname,
159211,15921,1,装饰,decorate; adorn,
159212,15921,2,掩饰,hide; cover up,
159213,15921,3,装饰品,decoration; ornaments,
159214,15921,4,扮演,play the role of; act the part of; impersonate,
159311,15931,1,〈书fml.〉辈,people of the same kind,
159312,15931,2,〈古代arch.〉分科办事的官署。,government department,
159313,15931,3,"周朝国名,在今山东西部。","name of a state in the Zhou Dynasty, located in the west of present-day Shandong Province",
159314,15931,4,姓。,a surname,
159411,15941,1,仙人;神仙,celestial being; immortal,
159511,15951,1,[夹肢窝](gā·zhiwō)腋窝的通称。,popular term for 腋窝 yèwō;,
159521,15952,1,双层的(衣被等),double-layered; lined,
159531,15953,1,"从两个相对的方面加压力,使物体固定不动",press from both sides; place in between; sandwich,
159532,15953,2,"胳膊向胁部用力,使腋下放着的东西不掉下",carry sth. under one's armpit,
159533,15953,3,处在两者之间,be wedged between two things; in between,
159534,15953,4,夹杂;搀杂,mix; mingle; intersperse,
159535,15953,5,夹子,folder; clip; clamp; pin,
159611,15961,1,父亲,father; dad; daddy; pa,
159711,15971,1,"周朝国名,在今河南新郑一带。","Zheng, one of the states of the Zhou Dynasty, located around present-day Xinzheng in Henan Province",
159712,15971,2,姓。,a surname,
159811,15981,1,没有事情;没有活动;有空(跟‘忙’相对as opposed to‘busy’}),not busy; idle; unoccupied,
159812,15981,2,(房屋、器物等)不在使用中,"(of house, room, article, etc.) unoccupied; not in use; lying idle",
159813,15981,3,闲空ㄦ,spare or free time; leisure,
159814,15981,4,与正事无关的,having nothing to do with official business,
159911,15991,1,软,soft; supple,
159912,15991,2,使变软,soften,
159913,15991,3,柔和(跟‘刚’相对as opposed to‘stern’}),gentle,
159914,15991,4,(Róu)姓。,a surname,
160011,16001,1,使害怕,intimidate; scare; frighten,
160021,16002,1,恐吓;恫吓。,threaten; intimidate,
160022,16002,2,〈叹词interj.〉表示不满,showing disapproval,
160111,16011,1,哥哥的妻子,elder brother's wife; sister-in-law,
160112,16011,2,泛称年纪不大的已婚妇女,(form of address for a married woman about one's own age) sister,
160211,16021,1,巩固。,consolidate,
160212,16021,2,(Gǒng)姓。,a surname,
160311,16031,1,受损失;亏折,suffer loss; deficit,
160312,16031,2,欠缺;短少,insufficient; shortage,
160313,16031,3,亏负,disappoint; treat unfairly,
160314,16031,4,多亏;幸亏,due to; thanks to,
160315,16031,5,"反说,表示讥讽",[expression of irony],
160411,16041,1,帽子,hat; cap,
160412,16041,2,(～ㄦ,màor,
160511,16051,1,"从上到下或从外到里的距离小(跟‘深’相对,②③④⑤同as opposed to‘deep’, same with ②③④⑤})",shallow; of little depth; possessing a short distance from the top to the bottom or from the outside to the inside,
160512,16051,2,浅显,simple; easy; not difficult,
160513,16051,3,浅薄,superficial,
160514,16051,4,(感情)不深厚,not close; not intimate; not chummy,
160515,16051,5,(颜色)淡,(of colour) light,
160516,16051,6,(时间)短,not long (in time); for a short while,
160521,16052,1,[浅浅]〈书fml.〉形容流水声。,sound of flowing water,
160611,16061,1,详细(跟‘略’相对as opposed to‘brief’}),detailed,
160612,16061,2,说明;细说,details; particulars,
160613,16061,3,(事情)清楚,(of things) be known clearly,
160711,16071,1,跟平面或直线既不平行也不垂直的,oblique; slanting; inclined; tilted,
160811,16081,1,美;好,good; fine; beautiful,
160911,16091,1,"喝,有时特指喝酒",drink; (sometimes esp.) drink wine or liquor,
160912,16091,2,可以喝的东西,drink; beverage,
160913,16091,3,饮子,decoction of medical herbs to be taken cold,
160914,16091,4,〈中医Chin. med.〉指稀痰。,thin phlegm,
160915,16091,5,心里存着;含着,keep in one's heart; nurse; harbour,
160921,16092,1,给牲畜水喝,give (animals) water to drink; water,
161011,16101,1,"哺乳动物,面部略圆,躯干长,耳壳短小,眼大,瞳孔随光线强弱而缩小放大,四肢较短,掌部有肉质的垫,行动敏捷,善跳跃,能捕鼠,毛柔软,有黑、白、黄、灰褐等色。","cat (Felis catus); mammal with a round face, small ears, large eyes whose pupils enlarge or contract according to the intensity of light, short limbs, padded paws, and a long body with soft fur that may be black, white, yellow or greyish-brown in colour, agile, adept at leaping, and able to catch rats",
161012,16101,2,〈方dial.〉躲藏,hide,
161021,16102,1,[猫腰](máo∥yāo)同same as‘毛腰’,máo∥yāo,
161111,16111,1,杆子(gān·zi),pole,
161121,16112,1,(～ㄦ,gǎnr,
161122,16112,2,〈量词classifier〉用于有杆的器物,[for long and thin cylindrical object],
161211,16121,1,恋爱,love,
161212,16121,2,想念不忘;不忍分离,long for; feel attached to,
161311,16131,1,凤凰,phoenix,
161312,16131,2,(Fèng)姓。,a surname,
161411,16141,1,用针线将原来不在一起或开了口ㄦ的东西连上,sew; stitch; use needle and thread to join together or close an opening,
161421,16142,1,接合的地方,seam — where two pieces join together,
161422,16142,2,缝隙,chink; slit; crack; crevice,
161511,16151,1,清除阻塞使通畅;疏通,"dredge (a river, etc.)",
161512,16151,2,事物之间距离远;事物的部分之间空隙大(跟‘密’相对as opposed to‘dense’}),thin; sparse; scattered,
161513,16151,3,关系远;不亲近;不熟悉,(of family or social relations) distant; not familiar,
161514,16151,4,疏忽,neglect,
161515,16151,5,空虚,scanty,
161516,16151,6,分散;使从密变稀,disperse; scatter,
161517,16151,7,(Shū)姓。,a surname,
161518,16151,8,封建时代臣下向君主分条陈述事情的文字;条陈,memorial to the emperor,
161519,16151,9,古书的比‘注’更详细的注解;‘注’的注,detailed annotation; annotation on a book note,
161611,16161,1,用手支持使人、物或自己不倒,support oneself or sb. else with the hand; support sth. with the hand,
161612,16161,2,用手帮助躺着或倒下的人坐或立;用手使倒下的东西竖直,straighten; hold up,
161613,16161,3,扶助,help; assist; lend a hand,
161614,16161,4,(Fú)姓。,a surname,
161711,16171,1,严格,strict; rigorous,
161712,16171,2,严肃;猛烈,serious; vehement,
161713,16171,3,(Lì)姓。,a surname,
161811,16181,1,(液体、气体、粉末等)受压力而射出,"(of liquid, gas, powder, etc.) spew; spurt; spout; gush",
161821,16182,1,果品、蔬菜、鱼虾等大量上市的时期,"(fruit, vegetable, sea food, etc.) come in season",
161822,16182,2,〈量词classifier〉开花结实的次数;成熟收割的次数,"number of times of flowering, fruit bearing, or harvesting",
161911,16191,1,切断;割断(长条形的东西),cut (long strips); sever,
161912,16191,2,(～ㄦ,jiér,
161913,16191,3,阻拦,stop; check; stem,
161914,16191,4,截止,by (a specified time); up to,
162011,16201,1,扰乱;搅扰,harass; disturb,
162012,16201,2,〈书fml.〉混乱;紊乱,turmoil; chaos,
162013,16201,3,〈客套话pol.〉因受人款待而表示客气,bother; give sb. a good deal of bother,
162111,16211,1,"手脚或棍棒等横着用力,使东西移动","move or adjust with hand, foot, stick, etc.",
162112,16211,2,分出一部分发给;调配,set aside; assign; allocate,
162113,16211,3,掉转,turn round,
162114,16211,4,(～ㄦ,bōr,
162211,16221,1,在竹木、玉石、金属等上面刻画,"carve; cut pictures or patterns out of bamboo, wood, jade, metal, etc.",
162212,16221,2,指雕刻艺术或雕刻作品,carving; sculpture,
162213,16221,3,有彩画装饰的,decorated with colour drawings,
162214,16221,4,"鸟类的一属,猛禽,嘴呈钩状,视力很强,腿部有羽毛。","vulture (Accipitridae); bird of prey with a hooked beak, sharp eyesight, and feathered legs;",
162311,16231,1,(～ㄦ,mǎr,
162312,16231,2,表示数目的用具,instrument used to indicate number,
162313,16231,3,〈量词classifier〉用于事情,[indicating the same thing or the same kind],
162314,16231,4,堆叠,pile up; put things in good order,
162315,16231,5,"英美制长度单位,1码等于3英尺,合0.9144米。","yard (yd.); (Brit. and Amer. metric unit):1 yard = 3 feet, or 0.9144 metre",
162411,16241,1,吉祥,propitious; opportune,
162412,16241,2,(Ruì)姓。,a surname,
162511,16251,1,询问,enquire; ask,
162512,16251,2,审问,interrogate; question,
162513,16251,3,消息;信息,news; information; message; dispatch,
162611,16261,1,"多年生草本植物,生在浅水中,地下茎肥大而长,有节,叶子圆形,高出水面,花大,淡红色或白色,有香味。地下茎叫藕,种子叫莲子,都可以吃。","lotus (Nelumbo nucifera); perennial herbal plant growing in shallow water, having fleshy and knotted subterranean stems (roots), orbicular leaves above water, and pink or white fragrant flowers, both the stems and seeds being edible;",
162612,16261,2,指莲子,lotus seeds,
162711,16271,1,国,nation; state; country,
162811,16281,1,贷款,loan; credit,
162812,16281,2,借入或借出,borrowing or lending money,
162813,16281,3,推卸(责任),shirk (a duty or responsibility); shrug off the blame; clear oneself of the blame,
162814,16281,4,饶恕,forgive; pardon; mercy,
162911,16291,1,遗失;失去,lose; forfeit; be missing,
162912,16291,2,扔,throw; cast; toss,
162913,16291,3,搁置;放,toss aside; lay aside; pigeon-hole; put on the shelf,
163011,16301,1,"表示难以忍受(用做补语,前面加‘得’",used after 得·de as a complement,
163021,16302,1,慌张,flurried; flustered; confused,
163111,16311,1,活得岁数大;长命,long life; longevity; old age,
163112,16311,2,年岁;生命,life; age,
163113,16311,3,寿辰,birthday,
163114,16311,4,〈书fml.〉祝人寿辰。,congratulate sb. on his or her birthday,
163115,16311,5,〈婉辞euph.〉生前预备的;装殓死人的,prepared before one's death; funerary,
163116,16311,6,(Shòu)姓。,a surname,
163211,16321,1,坚决,firm; resolute; staunch,
163311,16331,1,漂白,bleach,
163312,16331,2,用水冲去杂质,rinse; clear away impurities with water,
163321,16332,1,停留在液体表面不下沉,float; drift; stay on the surface of liquid,
163322,16332,2,顺着风向、液体流动的方向移动,move downstream or in the direction of the wind,
163331,16333,1,〈方dial.〉(事情、账目等)落空,"(of a matter, account, etc.) come to nothing; fall through; draw a blank; be in vain",
163411,16341,1,弯曲;使弯曲,bend; bow; crouch; crook,
163412,16341,2,屈服;使屈服,submit (to); yield (to); succumb (to); subdue,
163413,16341,3,理亏,in the wrong,
163414,16341,4,委屈;冤枉,wrong; treat unfairly or unjustly,
163415,16341,5,(Qū)姓。,a surname,
163511,16351,1,使油漆、颜色、脂粉、药物等附着在物体上,"apply; smear; daub paint, colour, rouge and powder, medicine, etc. to objects",
163512,16351,2,乱写或乱画;随意地写字或画画,scrawl; scribble; daub,
163513,16351,3,抹去,erase; cross or blot out,
163514,16351,4,〈书fml.〉泥,mud; mire; slush,
163515,16351,5,海涂,sea shoal; shallows,
163516,16351,6,同same as‘途’,tú,
163517,16351,7,姓。,a surname,
163611,16361,1,"昆虫,种类很多,有毒刺,能蜇人,常成群住在一起。","any hymenopterous insect of the superfamily Apoidea, with a poisonous sting, usu. living in groups",
163612,16361,2,特指蜜蜂,bee (Apis mellifera),
163613,16361,3,〈比喻fig.〉成群地,in swarms,
163711,16371,1,捕捉禽兽;打猎,hunt; catch birds and beasts,
163712,16371,2,打猎的,hunting,
163811,16381,1,"气体元素,符号Cl(chlorum)。黄绿色,有毒,有强烈的刺激性臭味,容易液化。用来漂白、杀菌或制造漂白粉、染料、颜料、农药、塑料等。","chlorine (Cl); greenish yellow, poisonous, gaseous chemical element with a disagreeable odour, apt to be liquidized, used as a bleaching agent, in disinfection, and in making bleaching powder, dyestuffs, paint, insecticides and plastics;",
163911,16391,1,"拿道理说服人,使人听从",persuade; advise; urge,
163912,16391,2,勉励,encourage,
164011,16401,1,柴火,firewood,
164012,16401,2,"〈方dial.〉干瘦;不松软;纤维多,不易嚼烂","(of food) tough; hard and dry; not soft; with too much tissues, not easy to chew",
164013,16401,3,〈方dial.〉质量低或品质、能力差,"of inferior quality, character or ability; inferior; lousy",
164014,16401,4,(Chái)姓。,a surname,
164111,16411,1,全;尽,all; entire,
164112,16411,2,知道,know; learn; be informed of,
164211,16421,1,凶恶;残忍,ruthless; relentless,
164212,16421,2,"控制感情,下定决心",suppress (one's feelings); harden (the heart),
164213,16421,3,坚决,firm; resolute; severe,
164214,16421,4,严厉;厉害,severe; sternly,
164215,16421,5,同same as‘很’,hěn,
164311,16431,1,(～ㄦ,gǎngr,
164312,16431,2,(～ㄦ,gǎngr,
164313,16431,3,岗位;岗哨,sentry; post,
164321,16432,1,同same as‘冈’,gāng,
164331,16433,1,见下。see below⇒岗gāng,,
164411,16441,1,饲养,raise; rear,
164412,16441,2,饲料,forage; fodder; feed,
164511,16451,1,表示良好愿望,express good wishes; wish,
164512,16451,2,(Zhù)姓。,a surname,
164513,16451,3,〈书fml.〉削;断绝,cut off,
164611,16461,1,"都,都是",all; each and every,
164711,16471,1,处罚,punish; penalize; discipline,
164811,16481,1,身体倒在地上或其他物体上。也指车辆、器具等倒在地上,"recline; lie; place oneself at rest in a flat, horizontal, or recumbent position; (of vehicle, object, etc.) lie flat on the ground",
164911,16491,1,"桃树,落叶小乔木,品种很多。小枝光滑,叶长椭圆形,花单生,粉红色,果实略呈球形,表面有短绒毛,味甜,是一种常见的水果。核仁可入药。","peach (Prunus persica); small deciduous tree that comes in a large variety, with smooth twigs, oblong leaves, and solitary pink flowers, and bearing round, soft, juicy fruit with yellow flesh, downy, red-tinted yellow skin, and a deeply sculptured stone that is of medical value",
164912,16491,2,(～ㄦ,táor,
164913,16491,3,(～ㄦ,táor,
164914,16491,4,指核桃,walnut,
165011,16501,1,(～ㄦ,hóur,
165012,16501,2,〈方dial.〉乖巧;机灵(多指孩子),(of children) clever and naughty,
165013,16501,3,〈方dial.〉像猴似的蹲着,squat on the heels like a monkey,
165111,16511,1,我国古代天文学家把天上某些星的集合体叫做宿,ancient Chinese astronomical term for constellation,
165121,16512,1,〈量词classifier〉用于计算夜,[used for counting nights],
165131,16513,1,夜里睡觉;过夜,lodge for the night; stay overnight,
165132,16513,2,(Sù)姓。,asurname,
165133,16513,3,旧有的;一向有的,long-standing; old,
165134,16513,4,年老的;久于其事的,veteran; old,
165211,16521,1,"炊事用具,圆形中凹,多用铁、铝等制成","pot; wok; cauldron; pan; cooking vessel that is deep and round, made of iron, aluminium, etc.; boiler",
165212,16521,2,某些装液体加热用的器具,vessel for heating water or for cooking,
165213,16521,3,(～ㄦ,guōr,
165311,16531,1,"某些具有黏性的物质,用动物的皮、角等熬成或由植物分泌出来,也有人工合成的。通常用来黏合器物,如鳔胶、桃胶、万能胶,有的供食用或入药,如果胶、阿胶。","glue; gum; mucus; gelatin; adhesive substance obtained by boiling animal hide or horns, etc., also secreted by plants or made synthetically, e.g. isinglass, peach gum, all-purpose adhesive, usu. used to stick objects together, some being edible and used in medicine, e.g. pectin and donkey-hide gelatin",
165312,16531,2,用胶粘,stick or fasten with glue,
165313,16531,3,像胶一样黏的,adhesive (like glue); sticky; gummy; mucous; viscous,
