pinyin_id,hanzi,pinyin,definition_id,definition_sn,definition_cn,example_sn,example_cn
39341,痘,dòu,393411,1,天花。,1,种痘。
24251,锤,chuí,242511,1,"古代兵器,柄的上头有一个金属圆球。",1,秤锤。
952,把,bǎ,9527,7,,2,秫秸把。
47261,稗,bài,472611,1,稗子。,1,稗史。
26731,窑,yáo,267313,3,窑洞。,1,窑姐ㄦ。
25021,窜,cuàn,250212,2,放逐;驱逐。,1,窜改
1901,立,lì,19016,6,指君主即位。,1,立嗣
8701,佛,fó,87011,1,佛陀的简称。,1,立地成佛。
1901,立,lì,19016,6,指君主即位。,2,立皇太子。
18831,鞭,biān,188311,1,鞭子。,2,竹节鞭。
7061,策,cè,70617,7,"赶马用的棍子,一端有尖刺,能刺马的身体,使它向前跑。",2,策马前进。
34491,簌,sù,344911,1,〈拟声词onom.〉形容风吹叶子等的声音。,1,簌泪下。
33271,粱,liáng,332711,1,谷子的优良品种的统称。,2,粱肉。
3451,百,bǎi,34511,1,"数目,十个十。",6,精神百倍
20511,糟,zāo,205111,1,做酒剩下的渣子。,1,糟肉
20511,糟,zāo,205111,1,做酒剩下的渣子。,2,糟鱼。
33151,贿,huì,331511,1,财物。,4,索贿。
5452,华,huá,54522,2,"出现在太阳或月亮周围的彩色光环,内紫外红。",1,繁华
22862,晕,yùn,228622,2,日光或月光通过云层中的冰晶时经折射而形成的光圈。,2,红晕
48711,砒,pī,487111,1,砷的旧称。,1,红砒
33151,贿,huì,331511,1,财物。,3,纳贿
3281,线,xiàn,32812,2,"几何学上指一个点任意移动所构成的图形,有长,没有宽和厚。分为直线和曲线两种。",1,线香。
7801,练,liàn,78012,2,"把生丝煮熟,使它柔软洁白。",1,练兵
7801,练,liàn,78012,2,"把生丝煮熟,使它柔软洁白。",2,练功夫
7801,练,liàn,78012,2,"把生丝煮熟,使它柔软洁白。",3,练毛笔字。
5552,底,dǐ,55526,6,底数的简称。,1,终底于成
26721,幢,chuáng,267211,1,旗子一类的东西。,1,经幢
10521,奶,nǎi,105211,1,乳房。,3,给孩子吃奶。
20721,辖,xiá,207211,1,"大车轴头上穿着的小铁棍,可以管住轮子使不脱落。",2,统辖
1512,系,xì,15123,3,"年代地层单位的第三级,小于界,跟系相应的地质年代叫做纪。",1,维系
20461,绵,mián,204611,1,丝绵。,1,绵亘
20461,绵,mián,204611,1,丝绵。,2,绵长
10521,奶,nǎi,105211,1,乳房。,2,羊奶
31411,羌,qiāng,314111,1,"中国古代民族,原住在以今青海为中心,南至四川,北接新疆的一带地区,东汉时移居今甘肃一带,东晋时建立后秦政权(公元384—417)。",1,羌笛
31411,羌,qiāng,314111,1,"中国古代民族,原住在以今青海为中心,南至四川,北接新疆的一带地区,东汉时移居今甘肃一带,东晋时建立后秦政权(公元384—417)。",2,羌语。
23321,翁,wēng,233212,2,父亲。,1,翁姑(公公和婆婆)。
18841,翅,chì,188411,1,"昆虫的飞行器官,一般是两对,呈膜状,上面有翅脉,有的前翅变成角质或革质。通常又指鸟类等动物的飞行器官。",1,翅席。
18841,翅,chì,188412,2,翅果向外伸出呈翅状的果皮。,1,翅席。
37621,翕,xī,376211,1,和顺;协调。,1,翕张。
18691,翼,yì,186914,4,二十八宿之一。,1,翼助
44911,鸨,bǎo,449111,1,"鸟类的一属,头小,颈长,背部平,尾巴短,不善于飞,能涉水。大鸨就属于这一属。",1,老鸨。
24381,舆,yú,243812,2,车上可以载人载物的部分。,1,肩舆
1451,量,liàng,14511,1,"指测量东西多少的器物,如斗、升等。",3,胆量
10891,阴,yīn,108913,3,"中国气象上,天空80%以上被云遮住时叫做阴。泛指空中云层密布,不见阳光或偶见阳光的天气。",2,背阴ㄦ。
8721,胞,bāo,87211,1,胞衣。,1,胞兄
8721,胞,bāo,87211,1,胞衣。,3,胞叔(父亲的胞弟)。
8721,胞,bāo,87211,1,胞衣。,2,胞妹
16531,胶,jiāo,165311,1,"某些具有黏性的物质,用动物的皮、角等熬成或由植物分泌出来,也有人工合成的。通常用来黏合器物,如鳔胶、桃胶、万能胶,有的供食用或入药,如果胶、阿胶。",3,胶于成规。
16531,胶,jiāo,165311,1,"某些具有黏性的物质,用动物的皮、角等熬成或由植物分泌出来,也有人工合成的。通常用来黏合器物,如鳔胶、桃胶、万能胶,有的供食用或入药,如果胶、阿胶。",1,胶柱鼓瑟
12341,胸,xiōng,123411,1,"躯干的一部分,在颈和腹之间。",3,胸无点墨。
12341,胸,xiōng,123411,1,"躯干的一部分,在颈和腹之间。",2,胸有成竹
23751,髓,suǐ,237511,1,,2,脊髓。
43831,脍,kuài,438311,1,切得很细的鱼或肉。,1,脍鲤。
6751,脑,nǎo,67511,1,"人体中管全身知觉、运动和思维、记忆等活动的器官,是神经系统的主要部分,由前脑、中脑和后脑构成。高等动物的脑只有管全身感觉、运动的作用。",1,脑袋
23751,髓,suǐ,237511,1,,1,脑髓
36111,腆,tiǎn,361111,1,丰盛;丰厚。,2,腆着个大肚子。
36111,腆,tiǎn,361111,1,丰盛;丰厚。,1,腆着胸脯
17272,腊,là,172721,1,"古代在农历十二月里合祭众神叫做腊,因此农历十二月叫腊月。",3,腊味。
17272,腊,là,172721,1,"古代在农历十二月里合祭众神叫做腊,因此农历十二月叫腊月。",1,腊肉
17272,腊,là,172721,1,"古代在农历十二月里合祭众神叫做腊,因此农历十二月叫腊月。",2,腊鱼
34981,腋,yè,349811,1,,1,腋芽。
15261,腹,fù,152611,1,"躯干的一部分。人的腹在胸的下面,动物的腹在胸的后面。",1,腹案
15261,腹,fù,152611,1,"躯干的一部分。人的腹在胸的下面,动物的腹在胸的后面。",2,腹议。
33271,粱,liáng,332711,1,谷子的优良品种的统称。,1,膏粱
36351,臼,jiù,363511,1,"舂米的器具,用石头或木头制成,中部凹下。",1,臼齿。
11451,航,háng,114511,1,船。,4,航向
11451,航,háng,114511,1,船。,1,航海
11451,航,háng,114511,1,船。,5,航程
11451,航,háng,114511,1,船。,2,航空
11451,航,háng,114511,1,船。,3,航线
9372,骨,gǔ,93721,1,,2,船的龙骨。
45531,莠,yǒu,455311,1,狗尾草。,1,良莠不齐。
54681,芟,shān,546811,1,割(草)。,1,芟除。
25921,絮,xù,259212,2,指粗的丝绵。,2,芦絮。
15851,纲,gāng,158513,3,"生物学中把同一门的生物按照彼此相似的特征和亲缘关系再分为若干群,每一群叫一纲,如苔藓植物门分为苔纲和藓纲,脊椎动物亚门分为鱼、鸟、哺乳等纲。纲以下为目。",2,花石纲。
44252,茜,qiàn,442521,1,茜草。,1,茜纱。
20391,砖,zhuān,203911,1,"把黏土等做成的坯放在窑里烧制而成的建筑材料,多为长方形或方形。",1,茶砖
952,把,bǎ,9527,7,,1,草把
26161,荐,jiàn,261613,3,草。,1,草荐。
5452,华,huá,54522,2,"出现在太阳或月亮周围的彩色光环,内紫外红。",2,荣华。
2731,目,mù,27315,5,"生物学中把同一纲的生物按照彼此相似的特征分为几个群叫做目,如鸟纲中有雁形目、鸡形目、鹤形目等,松柏纲中有银杏目、松柏目等。目以下为科。",2,药目
9012,露,lù,90121,1,凝结在地面或靠近地面的物体表面上的水珠。是接近地面的空气温度逐渐下降（仍高于0℃）时，使所含水汽达到饱和后形成的。,1,荷叶露
523,种,zhǒng,5234,4,指胆量或骨气(跟‘有、没有’连用,4,菊花的颜色有好几种。
21101,菲,fěi,211011,1,古书上指萝卜一类的菜。,3,菲材。
21101,菲,fěi,211011,1,古书上指萝卜一类的菜。,1,菲礼
21101,菲,fěi,211011,1,古书上指萝卜一类的菜。,2,菲酌
21191,棋,qí,211911,1,"文娱项目的一类,一副棋包括若干颗棋子和一个棋盘,下棋的人按一定的规则摆上或移动棋子来比输赢,有象棋、围棋、军棋、跳棋等。象棋、围棋也是体育运动项目。",1,落棋无悔。
1871,第,dì,18711,1,"用在整数的数词的前边,表示次序,如第一、第十。",2,落第
25801,葱,cōng,258011,1,"多年生草本植物,叶子圆筒形,中间空,鳞茎圆柱形,开小白花,种子黑色。是普通蔬菜或调味品。",2,葱绿。
25801,葱,cōng,258011,1,"多年生草本植物,叶子圆筒形,中间空,鳞茎圆柱形,开小白花,种子黑色。是普通蔬菜或调味品。",1,葱翠
21001,蓬,péng,210011,1,,1,蓬着头。
11692,虎,hǔ,116921,1,"哺乳动物,毛黄色,有黑色的斑纹。听觉和嗅觉都很敏锐,性凶猛,力气大,夜里出来捕食鸟兽,有时伤害人。",1,虎将
11692,虎,hǔ,116921,1,"哺乳动物,毛黄色,有黑色的斑纹。听觉和嗅觉都很敏锐,性凶猛,力气大,夜里出来捕食鸟兽,有时伤害人。",2,虎虎有生气。
5541,委,wēi,55411,1,,1,虚与委。
51321,虬,qiú,513211,1,,1,虬须。
32871,酥,sū,328711,1,古代称酥油为酥。,1,虾片一炸就很酥。
36851,蛀,zhù,368511,1,蛀虫。,1,蛀蚀
21241,蛮,mán,212413,3,中国古代称南方的民族。,2,蛮大
21241,蛮,mán,212413,3,中国古代称南方的民族。,1,蛮好
16361,蜂,fēng,163611,1,"昆虫,种类很多,有毒刺,能蜇人,常成群住在一起。",1,蜂箱
16361,蜂,fēng,163611,1,"昆虫,种类很多,有毒刺,能蜇人,常成群住在一起。",2,蜂蜜。
33001,橘,jú,330011,1,"橘子树,常绿乔木,树枝细,通常有刺,叶子长卵圆形,果实球形稍扁,果皮红黄色,果肉多汁,味道甜。果皮、种子、树叶等中医都入药。",1,蜜橘。
6062,血,xuè,60621,1,"人或高等动物体内循环系统中的液体组织,暗赤或鲜红色,有腥气,由血浆、血细胞和血小板构成。作用是把养分和激素输送给体内各个组织,收集废物送给排泄器官,调节体温和抵御病菌等。",1,血亲
6062,血,xuè,60621,1,"人或高等动物体内循环系统中的液体组织,暗赤或鲜红色,有腥气,由血浆、血细胞和血小板构成。作用是把养分和激素输送给体内各个组织,收集废物送给排泄器官,调节体温和抵御病菌等。",2,血缘。
33151,贿,huì,331511,1,财物。,1,行贿
10381,衡,héng,103811,1,秤杆。泛指称重量的器具。,1,衡器。
48431,衽,rèn,484311,1,衣襟。,1,衽席。
552,经,jīng,5522,2,〈中医Chin. med.〉指人体内气血运行通路的主干。,2,西经。
1041,高,gāo,10413,3,三角形、平行四边形等从底部到顶部(顶点或平行线)的垂直距离。,3,见解比别人高。
1512,系,xì,15123,3,"年代地层单位的第三级,小于界,跟系相应的地质年代叫做纪。",3,观瞻所系
25941,笛,dí,259411,1,"管乐器,用竹子制成,上面有一排供吹气、蒙笛膜和调节发音的孔,横着吹奏。",2,警笛。
11941,鬼,guǐ,119411,1,迷信的人所说的人死后的灵魂。,2,讨厌鬼
2651,则,zé,26513,3,效法。,1,试题三则
19711,坛,tán,197113,3,某些会道门设立的拜神集会的组织。,2,诗坛
53381,诟,gòu,533811,1,耻辱。,1,诟病。
1201,点,diǎn,12033,23,"时间单位,一昼夜的二十四分之一。",1,误点
49761,诰,gào,497611,1,告诉(用于上对下)。,1,诰封。
49761,诰,gào,497612,2,一种告诫性的文章。,1,诰封。
5251,某,mǒu,52513,3,"用来代替自己或自己的名字,如‘某,张飞是也。’又如姓张的自称‘张某’或‘张某人’。",1,"请转告刘某,做事不要太过分。"
50451,谥,shì,504511,1,"君主时代帝王、贵族、大臣等死后,依其生前事迹所给予的称号。例如齐宣王的‘宣’,楚庄王的‘庄’;诸葛亮谥‘忠武’,岳飞谥‘武穆’。",1,谥之为保守主义。
34671,栈,zhàn,346712,2,栈道。,1,货栈
48411,贰,èr,484111,1,‘二’的大写。,1,贰臣。
42421,饽,bō,424211,1,糕点。,2,贴饽(贴饼子)。
28761,酋,qiú,287611,1,酋长。,2,贼酋
12991,卡,kǎ,129911,1,卡路里的简称。,1,资料卡
18911,赋,fù,189114,4,"中国古代文体,盛行于汉魏六朝,是韵文和散文的综合体,通常用来写景叙事,也有以较短的篇幅抒情说理的。",1,赋诗一首。
14191,赤,chì,141911,1,比朱红稍浅的颜色。,1,赤小豆
4951,值,zhí,49513,3,"用数字表示的量或数学运算所能得到的每一个结果,如ɑ取值10, b取值8,则代数式ɑb的值为10×8=80。",2,"走一趟,值了。"
6112,号,hào,61134,14,号筒。,1,起床号
6112,号,hào,61135,15,军队或乐队里所用的西式喇叭。,1,起床号
3551,热,rè,35511,1,物体内部分子不规则运动放出的一种能。物质燃烧都能产生热。,2,趁热打铁
13991,陷,xiàn,139911,1,陷阱。,1,越陷越深
9662,遗,yí,96621,1,遗失。,1,路不拾遗。
2582,场,chǎng,25826,6,"戏剧中较小的段落, 每场表演故事的一个片段。",2,跳一场舞。
28181,涩,sè,281811,1,像明矾或不熟的柿子那样使舌头感到麻木干燥的味道。,2,"轮轴发涩,该上油了。"
15821,碗,wǎn,158211,1,"盛饮食的器具,口大底小,一般是圆形的。",1,轴碗ㄦ。
10781,矿,kuàng,107811,1,矿床。,2,辉锑矿。
19001,藻,zǎo,190012,2,"泛指生长在水中的绿色植物,也包括某些水生的高等植物,如金鱼藻、狸藻等。",1,辞藻。
20231,歇,xiē,202313,3,〈方dial.〉睡。,1,过了一歇。
31422,磅,bàng,314221,1,"英美制重量单位。1磅等于16盎司,合453.59克。",1,过磅
43352,熨,yù,433521,1,(用字、用词)贴切;妥帖。,1,"这一番坦诚的谈话,说得他心里十分熨。"
19851,脖,bó,198511,1,脖子。,1,这个瓶子脖ㄦ长。
25921,絮,xù,259215,5,絮叨。,1,这些话都听絮了。
35581,瘟,wēn,355811,1,〈中医Chin. med.〉指人或动物的急性传染病。,1,"这出戏情节松,人物也瘟。"
17071,瘦,shòu,170711,1,脂肪少;肉少(跟‘胖’或‘肥’相对as opposed to‘fat’})。,1,"这块肉太肥,我要瘦点ㄦ的。"
6791,油,yóu,67911,1,动植物体内所含的液态脂肪或矿产的碳氢化合物的混合液体。通常把固态的动物脂肪也叫油。,2,这扇门去年油过一次。
10171,套,tào,101721,11,用绳子等结成的环状物。,2,这是从现成文章上套下来的。
43311,蜇,zhē,433111,1,蜂、蝎子等用毒刺刺人或动物。,2,这种药水擦在伤口上蜇得慌。
12981,辑,jí,129811,1,编辑;辑录。,2,"这部丛书分为十辑,每辑五本。"
17671,碱,jiǎn,176711,1,"电解质电离时所生成的阴离子全部是氢氧根离子的化合物。能跟酸中和生成盐和水,水溶液有涩味,可使石蕊试纸变蓝。如氢氧化钠、氢氧化钾等。",1,这间房子的墙都碱了。
17671,碱,jiǎn,176712,2,"含有10个分子结晶水的碳酸钠,无色晶体,用作洗涤剂,也用来中和发面中的酸味。",1,这间房子的墙都碱了。
20461,绵,mián,204611,1,丝绵。,3,连绵。
22101,灶,zào,221012,2,借指厨房。,2,送灶。
1242,度,dù,12422,2,"表明物质的有关性质所达到的程度,如硬度、热度、浓度、湿度等。",3,透明度
1242,度,dù,12423,3,计量单位名称。,3,透明度
27051,鳞,lín,270511,1,"鱼类、爬行动物和少数哺乳动物身体表面具有保护作用的薄片状组织,由角质、骨质等构成。",3,遍体鳞伤。
37612,耙,bà,376121,1,碎土、平地的农具。它的用处是把耕过的地里的大土块弄碎弄平。有钉齿耙和圆盘耙等。,2,那块地已经耙过两遍了。
2071,回,huí,20715,5,回禀。,3,那是另一回事。
2071,回,huí,20716,6,谢绝(邀请);退掉(预定的酒席等);辞去(伙计、佣工)。,3,那是另一回事。
20291,亭,tíng,202911,1,亭子。,1,邮亭
302,会,huì,3026,6,"民间朝山进香或酬神求年成时所组织的集体活动,如香会、迎神赛会等。",1,都会
302,会,huì,3027,7,"民间一种小规模经济互助组织,入会成员按期平均交款,分期轮流使用。",1,都会
2961,市,shì,29612,2,买卖货物,4,都市。
7311,酸,suān,73111,1,"电解质电离时所生成的阳离子全部是氢离子的化合物。能跟碱中和生成盐和水,跟某些金属化合生成盐和氢气,水溶液有酸味,可使石蕊试纸变红。如盐酸、硫酸等。",2,酸枣
7311,酸,suān,73111,1,"电解质电离时所生成的阳离子全部是氢离子的化合物。能跟碱中和生成盐和水,跟某些金属化合生成盐和氢气,水溶液有酸味,可使石蕊试纸变红。如盐酸、硫酸等。",1,酸菜
2931,金,jīn,29314,4,"金属元素,符号Au(aurum)。黄色,质软,延展性强,化学性质稳定。是贵重金属,用来制造货币、装饰品等。",1,金口玉言
8541,盾,dùn,85411,1,盾牌。,1,金盾
33611,锭,dìng,336111,1,锭子。,1,金锭
47701,砭,biān,477011,1,砭石。,1,针砭
31781,盔,kuī,317811,1,盔子。,2,钢盔
33611,锭,dìng,336111,1,锭子。,2,钢锭
18831,鞭,biān,188311,1,鞭子。,1,钢鞭
9372,骨,gǔ,93721,1,,1,钢骨水泥
48981,钤,qián,489811,1,图章。,1,钤印。
30141,钧,jūn,301412,2,制陶器所用的转轮。,3,钧启。
30141,钧,jūn,301412,2,制陶器所用的转轮。,1,钧座
30141,钧,jūn,301412,2,制陶器所用的转轮。,2,钧鉴
13632,钻,zuàn,136321,1,"打眼儿用的工具,有手摇的、电动的、风动的多种。",1,钻戒
8771,圆,yuán,87716,6,"中国的本位货币单位,一圆等于十角或一百分。",2,铜圆。
31781,盔,kuī,317811,1,盔子。,3,铝盔。
44171,铡,zhá,441711,1,铡刀。,1,铡草。
47761,铰,jiǎo,477612,2,,1,铰接。
2811,根,gēn,28118,8,方根的简称。,1,铵根
2811,根,gēn,28119,9,一元方程的解。,1,铵根
8771,圆,yuán,87716,6,"中国的本位货币单位,一圆等于十角或一百分。",1,银圆
8671,银,yín,86711,1,"金属元素,符号Ag(argentum)。白色,质软,延展性强,导电、导热性能好,化学性质稳定。用途很广。",2,银根。
8541,盾,dùn,85411,1,盾牌。,2,银盾。
8671,银,yín,86711,1,"金属元素,符号Ag(argentum)。白色,质软,延展性强,导电、导热性能好,化学性质稳定。用途很广。",1,银行
17691,锁,suǒ,176911,1,"安在门、箱子、抽屉等的开合处或铁链的环孔中,使人不能随便打开的金属器具,一般要用钥匙才能开。",4,锁
27121,簧,huáng,271211,1,乐器里用铜或其他质料制成的发声薄片。,2,锁簧
26861,锈,xiù,268611,1,铜、铁等金属表面在潮湿空气中氧化形成的物质。,2,"锁锈住了,开不开。"
17691,锁,suǒ,176911,1,"安在门、箱子、抽屉等的开合处或铁链的环孔中,使人不能随便打开的金属器具,一般要用钥匙才能开。",1,锁门
53631,锛,bēn,536311,1,锛子。,1,锛木头。
13671,键,jiàn,136711,1,"使轴与齿轮、皮带轮等连接并固定在一起的零件,一般是用钢制的长方块,装在被连接的两个机件上预先制成的键槽中。",2,键盘。
13671,键,jiàn,136712,2,插门的金属棍子。,2,键盘。
16531,胶,jiāo,165311,1,"某些具有黏性的物质,用动物的皮、角等熬成或由植物分泌出来,也有人工合成的。通常用来黏合器物,如鳔胶、桃胶、万能胶,有的供食用或入药,如果胶、阿胶。",2,"镜框坏了,把它胶上"
24741,鼎,dǐng,247411,1,"煮东西用的器物,三足两耳。",2,问鼎。
35291,谍,dié,352911,1,谍报活动。,1,间谍
9031,钟,zhōng,90311,1,"响器,中空,用铜或铁制成。",3,闹钟。
27121,簧,huáng,271211,1,乐器里用铜或其他质料制成的发声薄片。,3,闹钟的簧拧断了。
28801,闺,guī,288011,1,上圆下方的小门。,2,闺门。
23991,丙,bǐng,239911,1,天干的第三位。,1,阅后付丙。
35291,谍,dié,352911,1,谍报活动。,2,防谍。
10891,阴,yīn,108911,1,中国古代哲学认为存在于宇宙间的一切事物中的两大对立面之一（与阳相对）,1,阴历。
21871,茎,jīng,218711,1,"植物体的一部分,由胚芽发展而成,下部和根连接,上部一般都生有叶、花和果实。茎能输送水、无机盐和养料到植物体的各部分去,并有贮存养料和支持枝、叶子、花、果实等生长的作用。常见的有直立茎、缠绕茎、攀援茎、匍匐茎等多种。",1,阴茎
5151,属,shǔ,51512,2,"生物学中把同一科的生物群按照彼此相似的程度再分为不同的群,叫做属,如猫科有猫属、虎属等,禾本科有稻属、小麦属、燕麦属等。属以下为种。",2,附属
3251,务,wù,32513,3,"〈旧时old〉收税的关卡,现在只用于地名,如曹家务(在河北),商酒务(在河南)。",2,除恶务尽。
23861,坝,bà,238612,2,"河工险要处巩固堤防的建筑物,如丁坝。",1,雁门坝(在四川)
23861,坝,bà,238613,3,〈方dial.〉沙滩;沙洲。,1,雁门坝(在四川)
15212,雅,yǎ,152123,3,"西周朝廷上的乐歌,《诗经》中诗篇的一类。",1,雅意
15212,雅,yǎ,152123,3,"西周朝廷上的乐歌,《诗经》中诗篇的一类。",2,雅教。
6112,号,hào,61134,14,号筒。,2,集合号
6112,号,hào,61135,15,军队或乐队里所用的西式喇叭。,2,集合号
9741,雪,xuě,97411,1,空气中降落的白色结晶，多为六角形，是气温降低到0℃以下时，空气层中的水蒸气凝结而成的。,2,雪亮。
9741,雪,xuě,97411,1,空气中降落的白色结晶，多为六角形，是气温降低到0℃以下时，空气层中的水蒸气凝结而成的。,1,雪白
21591,霉,méi,215911,1,霉菌。,1,霉烂
21591,霉,méi,215911,1,霉菌。,3,霉豆腐。
7311,酸,suān,73111,1,"电解质电离时所生成的阳离子全部是氢离子的化合物。能跟碱中和生成盐和水,跟某些金属化合生成盐和氢气,水溶液有酸味,可使石蕊试纸变红。如盐酸、硫酸等。",3,青梅很酸。
42681,睐,lài,426811,1,瞳人不正。,1,青睐。
14191,赤,chì,141911,1,比朱红稍浅的颜色。,2,面红耳赤。
641,面,miàn,6416,6,"几何学上指一条线移动所构成的图形,有长有宽,没有厚。",6,面面俱到。
12963,炮,pào,129631,1,"口径在2厘米以上,能发射炮弹的重型射击武器,火力强,射程远。种类很多,有迫击炮、榴弹炮、加农炮、高射炮等。也叫火炮。中国古代的炮最早是用机械发射石头的。火药发明后,改为用火药发射铁弹丸。",1,鞭炮。
7061,策,cè,70617,7,"赶马用的棍子,一端有尖刺,能刺马的身体,使它向前跑。",1,鞭策
30231,韬,tāo,302311,1,弓或剑的套子。,1,韬光养晦。
11451,航,háng,114511,1,船。,6,领航。
46031,颔,hàn,460311,1,下巴。,1,颔首。
2321,光,guāng,23211,1,"通常指照在物体上,使人能看见物体的那种物质,如太阳光、灯光、月光等。可见光是波长0.77—0.39微米的电磁波。此外还包括看不见的红外光和紫外光。因为光是电磁波的一种,所以也叫光波;在一般情况下光沿直线传播,所以也叫光线。",1,风光
3041,风,fēng,30411,1,"跟地面大致平行的空气流动,是由于气压分布不均匀而产生的。",1,风干
4611,斗,dǒu,46111,1,"容量单位。10升等于1斗,10斗等于1石。",2,风斗ㄦ
6901,波,bō,69012,2,"振动在介质中的传播过程。波是振动形式的传播,介质质点本身并不随波前进。最常见的有机械波和电磁波。",1,风波
1451,量,liàng,14511,1,"指测量东西多少的器物,如斗、升等。",1,饭量
16091,饮,yǐn,160914,4,〈中医Chin. med.〉指稀痰。,1,饮恨。
2921,马,mǎ,29211,1,"哺乳动物,头小,面部长,耳壳直立,颈部有鬣,四肢强健,每肢各有一蹄,善跑,尾生有长毛。是重要的力畜之一,可供拉车、耕地、乘骑等用。皮可制革。",2,马勺。
48811,弁,biàn,488111,1,男子戴的帽子。,2,马弁。
2921,马,mǎ,29211,1,"哺乳动物,头小,面部长,耳壳直立,颈部有鬣,四肢强健,每肢各有一蹄,善跑,尾生有长毛。是重要的力畜之一,可供拉车、耕地、乘骑等用。皮可制革。",1,马蜂
25141,崩,bēng,251414,4,枪毙。,1,驾崩。
48782,骠,piào,487821,1,形容马快跑。,1,骠勇。
1242,度,dù,12422,2,"表明物质的有关性质所达到的程度,如硬度、热度、浓度、湿度等。",4,高度的责任感。
1242,度,dù,12423,3,计量单位名称。,4,高度的责任感。
1041,高,gāo,10413,3,三角形、平行四边形等从底部到顶部(顶点或平行线)的垂直距离。,1,高速度
12131,鲁,lǔ,121313,3,"周朝国名,在今山东曲阜一带。",1,鲁菜。
27051,鳞,lín,270511,1,"鱼类、爬行动物和少数哺乳动物身体表面具有保护作用的薄片状组织,由角质、骨质等构成。",2,鳞波
27051,鳞,lín,270511,1,"鱼类、爬行动物和少数哺乳动物身体表面具有保护作用的薄片状组织,由角质、骨质等构成。",1,鳞茎
10962,麻,má,109621,1,大麻、亚麻、苎麻、黄麻、剑麻、蕉麻等植物的统称。,2,麻油。
10962,麻,má,109622,2,"麻类植物的纤维,是纺织等工业的重要原料。",2,麻油。
10962,麻,má,109621,1,大麻、亚麻、苎麻、黄麻、剑麻、蕉麻等植物的统称。,1,麻酱
10962,麻,má,109622,2,"麻类植物的纤维,是纺织等工业的重要原料。",1,麻酱
54601,麾,huī,546011,1,指挥军队的旗子。,1,麾军前进。
5401,黄,huáng,54011,1,像丝瓜花或向日葵花的颜色。,2,黄白之物。
5401,黄,huáng,54011,1,像丝瓜花或向日葵花的颜色。,1,黄货
10781,矿,kuàng,107811,1,矿床。,1,黄铁矿
52351,黩,dú,523511,1,玷污。,1,黩武。
19561,寸,cùn,195611,1,"长度单位。10分等于1寸,10寸等于1尺。",5,鼠目寸光。
8111,龙,lóng,81111,1,"中国古代传说中的神异动物,身体长,有鳞,有角,有脚,能走,能飞,能游泳,能兴云降雨。",4,龙床。
8111,龙,lóng,81111,1,"中国古代传说中的神异动物,身体长,有鳞,有角,有脚,能走,能飞,能游泳,能兴云降雨。",2,龙廷
8111,龙,lóng,81111,1,"中国古代传说中的神异动物,身体长,有鳞,有角,有脚,能走,能飞,能游泳,能兴云降雨。",3,龙袍
8111,龙,lóng,81111,1,"中国古代传说中的神异动物,身体长,有鳞,有角,有脚,能走,能飞,能游泳,能兴云降雨。",1,龙颜
54311,趺,fū,543111,1,,2,龟趺。
